,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
226,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-196,1996,11,11,908,10.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
227,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-223,1993,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
228,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-098,1997,16,15,1396,15.5,2,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.0,0.05,0.00,0.05,0.05,0.05,Matches
229,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-039,1989,19,19,1682,18.7,1,0,0,0,0,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.01,0.05,0.04,0.05,Matches
230,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-268,1994,15,11,922,10.2,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.0,0.03,0.09,0.13,0.03,0.13,Matches
231,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-180,1994,5,4,378,4.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
232,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-153,1995,11,5,546,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
233,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-246,1991,17,13,1123,12.5,8,1,1,1,2,0,0.64,0.08,0.72,0.56,0.64,5.9,5.2,1.5,0.48,0.12,0.60,0.42,0.54,Matches
234,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-264,1988,14,10,768,8.5,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,2.0,0.06,0.24,0.30,0.06,0.30,Matches
235,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-331,1992,8,2,258,2.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.23,0.04,0.27,0.23,0.27,Matches
236,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-121,2000,11,11,886,9.8,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
237,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-349,1993,11,2,317,3.5,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,1.1,1.1,0.4,0.31,0.12,0.43,0.31,0.43,Matches
238,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-247,1994,5,4,399,4.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.06,0.05,0.11,0.06,0.11,Matches
239,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-079,1993,11,11,942,10.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
240,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-110,1989,2,1,123,1.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
241,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-150,1993,12,5,494,5.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.08,0.10,0.02,0.10,Matches
242,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-331,1992,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
243,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-004,1998,17,14,1290,14.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,0.01,0.06,0.07,0.01,0.07,Matches
244,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-196,1994,14,14,1235,13.7,1,1,0,0,0,0,0.07,0.07,0.15,0.07,0.15,0.6,0.6,0.5,0.05,0.03,0.08,0.05,0.08,Matches
245,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-076,1989,13,13,1028,11.4,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.04,0.02,0.04,Matches
246,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-166,1993,2,1,91,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
247,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-034,1986,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
248,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-295,1996,11,4,439,4.9,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,0.8,0.8,1.0,0.17,0.21,0.38,0.17,0.38,Matches
249,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-006,1996,1,1,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
250,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,25-006,1996,13,10,874,9.7,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.4,0.16,0.04,0.20,0.16,0.20,Matches
251,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-164,1990,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
252,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-007,1987,11,1,210,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
253,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-314,2000,5,4,377,4.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
254,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-091,1997,12,9,826,9.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.07,0.03,0.09,0.07,0.09,Matches
255,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-101,1997,16,14,1301,14.5,3,3,0,1,3,0,0.21,0.21,0.42,0.21,0.42,3.5,2.7,2.2,0.24,0.15,0.40,0.19,0.34,Matches
256,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-263,1997,6,6,413,4.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
257,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-234,1989,15,15,1350,15.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.02,0.03,0.01,0.03,Matches
258,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-282,1987,11,9,751,8.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.07,0.00,0.07,0.07,0.07,Matches
259,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-265,1998,17,17,1490,16.6,0,2,0,0,4,1,0.00,0.12,0.12,0.00,0.12,1.0,1.0,0.9,0.06,0.05,0.12,0.06,0.12,Matches
260,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-346,1994,15,12,1038,11.5,0,2,0,1,5,1,0.00,0.17,0.17,0.00,0.17,1.9,1.1,1.0,0.16,0.09,0.25,0.10,0.19,Matches
261,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,22-036,1998,8,4,364,4.0,1,1,0,0,1,0,0.25,0.25,0.49,0.25,0.49,0.2,0.2,1.3,0.04,0.31,0.35,0.04,0.35,Matches
262,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-067,1996,18,13,1205,13.4,6,2,0,0,3,0,0.45,0.15,0.60,0.45,0.60,2.5,2.5,2.2,0.19,0.17,0.35,0.19,0.35,Matches
263,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,27-330,1993,20,20,1800,20.0,2,0,0,0,4,0,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.1,0.08,0.01,0.08,0.08,0.08,Matches
264,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,29-343,1991,14,11,945,10.5,5,2,0,0,0,0,0.48,0.19,0.67,0.48,0.67,2.7,2.7,4.2,0.26,0.40,0.66,0.26,0.66,Matches
265,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-153,1997,11,5,490,5.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
266,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-294,1992,19,18,1600,17.8,7,3,0,0,2,0,0.39,0.17,0.56,0.39,0.56,9.0,9.0,3.4,0.50,0.19,0.70,0.50,0.70,Matches
267,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-269,1994,7,6,530,5.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.03,0.04,0.00,0.04,Matches
268,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,31-345,1989,10,7,571,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
269,Solly March\Solly-March,eng ENG,DF,Brighton,26-193,1994,19,17,1516,16.8,2,1,0,0,0,0,0.12,0.06,0.18,0.12,0.18,1.6,1.6,1.5,0.09,0.09,0.18,0.09,0.18,Matches
270,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-151,1993,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
271,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-055,1995,16,14,1148,12.8,2,3,0,0,0,1,0.16,0.24,0.39,0.16,0.39,4.5,4.5,1.8,0.35,0.14,0.49,0.35,0.49,Matches
272,Martinelli\Martinelli,br BRA,FW,Arsenal,19-225,2001,4,2,164,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.41,0.00,0.41,0.41,0.41,Matches
273,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-149,1992,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
274,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-083,1993,10,10,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
275,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-276,1988,6,4,335,3.7,0,2,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.3,0.3,0.8,0.09,0.23,0.32,0.09,0.32,Matches
276,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-181,1988,12,8,732,8.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05,Matches
277,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-174,1991,10,9,691,7.7,1,2,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,0.08,0.14,0.22,0.08,0.22,Matches
278,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-168,1996,18,15,1312,14.6,7,1,3,4,0,0,0.48,0.07,0.55,0.27,0.34,9.2,6.1,1.4,0.63,0.10,0.73,0.42,0.52,Matches
279,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-114,1987,18,17,1466,16.3,0,2,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.9,0.02,0.05,0.07,0.02,0.07,Matches
280,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-239,1996,13,8,825,9.2,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.7,0.29,0.07,0.37,0.29,0.37,Matches
281,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-057,1989,18,18,1620,18.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
282,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-078,1990,7,5,422,4.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
283,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-103,1994,17,17,1530,17.0,1,4,0,0,5,0,0.06,0.24,0.29,0.06,0.29,1.1,1.1,1.9,0.07,0.11,0.18,0.07,0.18,Matches
284,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-061,1987,18,14,1183,13.1,5,1,0,0,2,0,0.38,0.08,0.46,0.38,0.46,3.0,3.0,1.0,0.23,0.07,0.30,0.23,0.30,Matches
285,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-068,1999,17,15,1417,15.7,1,2,0,0,1,0,0.06,0.13,0.19,0.06,0.19,0.5,0.5,2.3,0.03,0.15,0.18,0.03,0.18,Matches
286,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-052,1996,17,11,1018,11.3,2,1,0,0,0,0,0.18,0.09,0.27,0.18,0.27,0.9,0.9,0.7,0.08,0.06,0.14,0.08,0.14,Matches
287,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-128,1989,13,13,1170,13.0,2,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,0.0,0.07,0.00,0.07,0.07,0.07,Matches
288,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-196,1994,6,6,504,5.6,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.0,0.02,0.00,0.03,0.02,0.03,Matches
289,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,28-334,1992,16,16,1440,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
290,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,28-220,1992,15,13,1154,12.8,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.3,0.00,0.02,0.02,0.00,0.02,Matches
291,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,20-333,2000,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
292,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,29-297,1991,16,12,1043,11.6,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.04,0.05,0.08,0.04,0.08,Matches
293,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-025,1986,12,4,440,4.9,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,1.1,0.01,0.22,0.24,0.01,0.24,Matches
294,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-128,1994,16,16,1440,16.0,2,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.0,0.04,0.00,0.04,0.04,0.04,Matches
295,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-013,1995,9,2,293,3.3,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.20,0.00,0.20,0.20,0.20,Matches
296,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,27-322,1993,17,17,1484,16.5,2,1,0,0,5,1,0.12,0.06,0.18,0.12,0.18,1.2,1.2,0.2,0.07,0.01,0.09,0.07,0.09,Matches
297,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-150,1999,11,11,990,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
298,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-135,1994,15,8,813,9.0,2,2,1,2,2,0,0.22,0.22,0.44,0.11,0.33,4.4,2.9,1.4,0.49,0.15,0.64,0.32,0.47,Matches
299,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-176,1999,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
300,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-008,1984,3,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
301,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-019,1999,19,17,1539,17.1,2,3,0,0,2,0,0.12,0.18,0.29,0.12,0.29,2.1,2.1,3.4,0.13,0.20,0.32,0.13,0.32,Matches
302,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-169,1992,14,4,467,5.2,1,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,0.2,0.16,0.05,0.21,0.16,0.21,Matches
303,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,24-356,1996,6,2,203,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.28,0.14,0.42,0.28,0.42,Matches
304,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-143,1986,18,14,1233,13.7,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,0.01,0.09,0.10,0.01,0.10,Matches
305,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,25-340,1995,13,8,741,8.2,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.5,0.5,0.6,0.06,0.07,0.13,0.06,0.13,Matches
306,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-287,1992,3,0,47,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-010,1994,5,2,196,2.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches
308,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-044,1996,11,10,862,9.6,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.1,0.03,0.01,0.03,0.03,0.03,Matches
309,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-032,1996,17,15,1063,11.8,3,1,0,0,2,0,0.25,0.08,0.34,0.25,0.34,1.0,1.0,1.7,0.09,0.14,0.23,0.09,0.23,Matches
310,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-050,1999,2,0,71,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
311,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,20-326,2000,20,19,1623,18.0,4,3,0,0,1,0,0.22,0.17,0.39,0.22,0.39,2.6,2.6,3.6,0.15,0.20,0.34,0.15,0.34,Matches
312,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,23-322,1997,20,16,1392,15.5,2,0,1,1,3,0,0.13,0.00,0.13,0.06,0.06,2.4,1.7,0.8,0.16,0.05,0.21,0.11,0.16,Matches
313,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-244,1999,13,3,326,3.6,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,1.2,1.2,0.6,0.33,0.16,0.49,0.33,0.49,Matches
314,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-089,2000,1,1,68,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
315,Dan Nlundulu\Dan-Nlundulu,eng ENG,FWMF,Southampton,21-359,1999,8,0,81,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.10,0.03,0.13,0.10,0.13,Matches
316,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-266,1987,10,3,238,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
317,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-292,1991,14,9,812,9.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.00,0.08,0.08,0.00,0.08,Matches
318,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-306,1994,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,21-331,1999,15,14,1271,14.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,Matches
320,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-207,2000,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
321,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-247,1988,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
322,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-251,1988,20,20,1772,19.7,2,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,1.0,1.0,1.0,0.05,0.05,0.10,0.05,0.10,Matches
323,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-021,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-277,1997,4,2,144,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
325,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-286,1995,6,1,76,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.66,0.00,0.66,0.66,0.66,Matches
326,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-177,1994,12,8,768,8.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,0.03,0.13,0.16,0.03,0.16,Matches
327,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-284,2001,4,1,116,1.3,0,1,0,0,1,0,0.00,0.78,0.78,0.00,0.78,0.4,0.4,0.1,0.33,0.11,0.44,0.33,0.44,Matches
328,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,27-167,1993,4,2,136,1.5,0,1,0,0,0,0,0.00,0.66,0.66,0.00,0.66,0.1,0.1,0.2,0.06,0.15,0.21,0.06,0.21,Matches
329,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-179,1994,2,0,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-230,1993,8,6,442,4.9,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.5,0.5,0.3,0.11,0.05,0.16,0.11,0.16,Matches
331,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,32-349,1988,20,20,1800,20.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
332,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-092,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
333,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-049,1986,2,1,94,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
334,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Arsenal,25-245,1995,13,5,571,6.3,3,0,1,1,1,1,0.47,0.00,0.47,0.32,0.32,2.1,1.3,0.3,0.32,0.04,0.37,0.20,0.25,Matches
335,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-269,1996,16,14,1184,13.2,4,3,2,2,1,1,0.30,0.23,0.53,0.15,0.38,2.5,1.0,1.9,0.19,0.15,0.34,0.08,0.22,Matches
336,Ricardo Pereira\Ricardo-Pereira,pt POR,MF,Leicester City,27-115,1993,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
337,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Leicester City,27-190,1993,12,8,657,7.3,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,1.7,1.7,0.8,0.24,0.12,0.35,0.24,0.35,Matches
338,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-058,1995,15,15,1305,14.5,0,2,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.6,0.01,0.11,0.13,0.01,0.13,Matches
