id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 34 prediction
365,62.95057562889153,3.1475287814445765,2,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0.0,0.0,0.0,3.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,348,,,6.408575628891533,8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,132015,,,0,0,-1,1,241.9,96,65,4.0,,2,3,3.2,3.2,4,Pierre-Emile,2.7,3.153098238786591,3.463216620353833,3.4463127081249847,3.190212080086699,20.0,24,,,,,,,,,,,,,,,,,3.990474224090576,7.061500072479248,3.5865488052368164,3.975307941436768,3.534202814102173,,3.3097870349884038,4.192043781280518,3.975307941436768,3.722107172012329,,,,,,,23,2,0.0,0.0,0.0,1.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.6,72,44,False,414.2,53,21,1756,,,49,0,0,,0,,132015.jpg,3.4,0,0,Højbjerg,3.0,False,,a,17,6,Tottenham,239.0,108,59,68,567777,3848,568474,9983,0.6423528125397094,0.6434894364870594,0.651063689813612,1.421908564328455,0.6,8.433181169081706,13.9,Højbjerg,1.0,3.0,0.1,0.0,0.0,0.1999999999999999,,0.0,0.2,,,,0.0,0.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,1.6,2.6,0.13,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,8.0,0.0,0.0,0.0,0.2,,0.3,0.0999999999999999,,,,0.0,0.2,0.0,0.0999999999999999,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,1.771,2.449568619222635,2.301194211912202,2.5488116360940265,6.932871083698079,,4.240818220681717,3.301896517994656,,,,2.8187307530779826,2.2465969639416064,2.6703200460356404,3.3187307530779826,5.52313016014843,2.667879441171442,1.771,2.5488116360940265,2.0907179532894125,2.149568619222636,2.749328964117221,5.83287108369808,4.04132004603564,2.2725317930340125,41.322587728500366,1,3.975307941436768
366,24.74628781444577,2.4746287814445767,2,,,,0.0,,0.0,,,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,,1,,,,0.0,,0.0,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,125,,,3.2042878144457667,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157668,2.0,,0,0,-1,1,166.1,154,95,,,0,3,3.5,3.5,2,Harry,3.0,3.0180908010213066,2.6801769862282403,2.6801769862282403,2.962882929195882,10.0,24,,,,,,,,,,,,,,,,,3.05540132522583,5.605304718017578,2.8613948822021484,3.055808782577514,2.8727192878723145,,2.7191617488861084,3.1002798080444336,3.037151336669922,2.9229061603546143,,,,,,,10,0,,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,30.5,293,136,False,129.4,296,126,614,,,44,0,0,,0,,157668.jpg,2.1,0,0,Winks,1.2,False,,a,17,6,Tottenham,9.0,387,187,21,153403,2342,164072,2438,0.5624156321464947,0.6859297275048424,0.6733824839081549,1.1797329826889056,0.7,7.337712916460903,4.8,Winks,1.5,4.5,,,,0.0,,0.0,,,,0.1,,0.0,0.7000000000000001,0.0,0.5,0.0999999999999998,0.1,,0.0,,,,,,0.1,1.6,0.16,,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,0.5,,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,,,,,,2.382084998623899,,,,2.3328710836980795,,1.0,,,,3.2941301601484296,,1.0,3.77032004603564,1.0,4.49413016014843,3.1678794411714417,2.382084998623899,,1.0,,,,,,32.28593683242798,2,3.055808782577514
367,53.1257268866746,3.5417151257783064,0,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,5,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,284,100.0,100.0,19.2257268866746,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,173904,,,0,0,1,-1,61.8,268,77,,,2,2,0.8,0.8,0,Davinson,0.3,4.02795141513923,4.028688420384071,3.673683338359133,4.049716319245915,15.0,24,,,,,,,,,,,,,,,,,4.34273624420166,7.674228668212891,4.17212438583374,4.505157947540283,4.066663265228272,,3.792444229125977,4.721892833709717,4.505157947540283,4.074368953704834,,,,,,,14,2,0.0,,,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,56.2,170,48,False,329.6,109,41,1199,,2021-10-13T23:00:13.066676Z,46,0,0,,0,,173904.jpg,4.3,0,0,Sánchez,3.2,False,,a,17,6,Tottenham,170.0,161,29,64,521592,6536,345026,13514,0.769938070821371,0.8756416119867892,0.8803731128795468,1.6513331921028591,0.1,10.039640094922937,13.9,Sánchez,0.1,0.3,0.0,,,0.1,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,1.6,1.7000000000000002,0.11333333333333334,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,9.6,0.1,,,0.0,,0.3,0.1999999999999999,,,0.1,0.1999999999999999,0.0,0.0,0.3999999999999999,0.2000000000000001,0.0,0.0,0.1,,0.0,0.0,,,,0.3283399944955952,2.19827447689054,,,1.3,,6.763272882726869,4.00758607197862,,,2.49252064059372,5.47492301231193,4.986387855766425,4.681280184142561,10.674923012311927,2.09252064059372,2.4715177646857693,0.3283399944955952,4.795246544376106,,1.0,2.7973158564688854,,,,46.18234443664551,4,4.327569961547852
368,9.726860503113226,2.4317151257783065,0,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,0,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,31,100.0,100.0,5.126860503113226,1,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,184349,,,0,0,-2,2,15.5,369,131,,,0,2,0.5,0.5,0,Ryan,0.0,1.7667022375241137,1.575026678143085,1.575026678143085,0.0,4.0,24,,,,,,,,,,,,,,,,,2.8981246948242188,5.216938495635986,2.535858154296875,2.7590317726135254,2.3069934844970703,,2.308854579925537,3.261683225631714,2.8417558670043945,2.7590317726135254,,,,,,,4,0,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,5.9,423,153,False,28.0,420,158,219,,2021-12-22T23:00:19.566266Z,43,0,0,,0,,184349.jpg,2.0,0,0,Sessegnon,0.1,False,,a,17,6,Tottenham,16.0,377,136,8,3939,63,11680,87,0.5655151455298387,0.41086098547072414,0.0,1.1726771649698091,0.0,6.894721818524737,1.9,Sessegnon,0.2,0.6000000000000001,,,,0.0,,,0.0,,,0.2,,,,,,0.0,,,,,,,,,0.0,0.2,0.05,,,,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,,,,,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.0,,,2.8075860719786205,,,2.4925206405937192,,,,,,0.0,,,,,,,,,29.64730381965637,0,2.7590317726135254
369,33.06671659589034,3.00606514508094,2,1.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,3,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,3.0,0.0,0.0,0.0,,,,,,0.0,91,100.0,100.0,3.524716595890343,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,194252,,,0,0,-1,1,83.9,237,141,,,1,3,5.8,5.8,1,Steven,5.3,2.8335758882342885,2.309697063024492,2.1459849301464304,3.955959813723814,11.0,24,,,,,,,,,,,,,,,,,3.419163703918457,6.559527397155762,3.258594274520874,3.366893768310547,3.042658567428589,,3.059091567993164,3.636607170104981,3.3841285705566406,3.335031747817993,,,,,,,4,2,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,2.0,0.0,0.0,0.0,,,,,,0.0,38.8,249,115,False,117.6,313,133,417,,2021-12-29T00:30:20.169192Z,59,0,0,,0,,194252.jpg,3.3,0,0,Bergwijn,0.4,False,,a,17,6,Tottenham,186.0,148,81,36,143372,2003,157637,2308,0.5095025669628712,0.48026709970072684,0.6705016633430193,1.2375774351030948,0.9,6.174337379002975,6.1,Bergwijn,0.5,1.5,0.1,0.0,,,,0.0,0.0,,,,0.0999999999999999,0.3,,,0.0,0.0,0.0,0.0,,,,,,0.0,1.9,2.4,0.21818181818181817,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,9.5,0.5,0.0,,,,0.0,0.0,,,,0.0,0.0999999999999999,,,0.8999999999999999,0.1999999999999999,0.0,0.2,,,,,,0.0,1.0,5.720568619222635,1.0,,,,1.0,1.0,,,,1.2999999999999998,3.6465969639416063,,,7.5,3.3678794411714423,1.0,4.319811636094026,,,,,,1.0,36.428590536117554,1,3.366893768310547
370,84.46558738978783,4.445557231041465,3,0.0,,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,1.0,,0.0,1.0,,3.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,339,100.0,100.0,24.352587389787825,7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,199249,3.0,,0,0,4,-4,378.0,42,10,,,2,2,1.2,1.2,1,Sergio,0.7,3.538672379959025,5.273171042160849,4.704812829735922,3.8489459118503113,19.0,24,,,,,,,,,,,,,,,,,4.179764270782471,7.637096405029297,4.166860103607178,4.423895359039307,4.0583696365356445,,3.759550094604492,4.5828399658203125,4.339102268218994,4.0093536376953125,,,,,,,20,1,0.0,,0.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3,53,5,False,370.6,76,28,1443,,2021-12-06T00:00:17.779296Z,54,0,0,,0,,199249.jpg,4.1,0,0,Reguilón,16.5,False,,a,17,6,Tottenham,253.0,102,11,78,2971396,14960,1961967,60307,0.8232513390817527,0.6553096999924121,0.7127677614537613,1.91306323560395,0.1,8.39228630065918,14.4,Reguilón,3.6,10.8,0.1,,0.2,0.4,,1.1,0.0,,,0.0,0.5,0.0,0.0,0.1,0.2999999999999998,,0.3000000000000002,0.0,0.0,0.1,0.3,0.0,0.0999999999999999,0.0999999999999999,2.0,5.6,0.29473684210526313,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,12.0,0.0,,0.4,0.6,,0.1,0.0,,,0.0,0.0999999999999998,0.0,0.0,0.0,0.1999999999999999,,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.828339994495597,3.89827447689054,,6.195246544376107,9.13148433479232,,12.63427288272687,0.0,,,1.0,8.37492301231193,2.986387855766426,0.0,5.574923012311931,3.9925206405937184,,5.828339994495597,7.195246544376106,1.36287181315765,1.8982744768905404,4.468315856468886,3.331484334792319,4.752280184142556,3.390127172136049,45.31834602355957,3,4.1615142822265625
371,26.69886638356137,2.427169671232852,0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,133,0.0,0.0,14.098866383561372,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,199584,,,0,0,-3,3,48.1,287,86,,,0,2,0.0,0.0,0,Japhet,0.0,2.543757431221068,2.517752343279432,2.158073437096656,1.04626032029686,11.0,24,,,,,,,,,,,,,,,,,3.115486860275269,5.46251106262207,2.622584819793701,2.976393938064575,2.524355888366699,,2.526216983795166,3.348410129547119,3.0591180324554443,2.976393938064575,,,,,,,11,0,0.0,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,27.5,305,102,False,118.0,312,117,735,Knee injury - Unknown return date,2022-02-04T15:00:15.497126Z,42,0,0,,0,,199584.jpg,2.6,1,0,Tanganga,1.0,False,,i,17,6,Tottenham,108.0,211,51,29,404313,27,400135,3811,0.5778975407697267,0.6056565312431114,0.24910960007068092,1.1843375296073038,0.0,7.520920378821236,6.9,Tanganga,0.4,1.2000000000000002,0.3,,,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.1,0.0,,0.0,,,,0.4,0.8,0.07272727272727274,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,2.4000000000000004,0.0,,,0.0,,0.1,0.0,,,,0.0,0.0,,,0.2,0.0,,0.1,0.0,,0.0,,,,,3.4982744768905403,,,3.331484334792319,,1.6,2.8075860719786205,,,,5.27492301231193,1.9863878557664256,,,3.09252064059372,-1.0,,5.0952465443761055,-3.0,,0.0,,,,31.587865591049194,2,2.976393938064575
372,19.18385903300119,2.131539892555688,0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,41,0.0,0.0,2.88385903300119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200826,,,0,0,-1,1,77.6,251,148,5.0,,0,3,0.0,0.0,0,Giovani,0.3,1.0,1.7252985529780505,2.1072518330192627,1.0,9.0,24,,,,,,,,,,,,,,,,,2.032238006591797,3.930593013763428,2.080423355102539,1.9586344957351685,1.8953099250793457,,1.8746552467346191,2.273555040359497,1.9758695363998413,1.9586344957351685,,,,,,,5,0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,,0.0,16.8,357,160,False,33.4,412,178,231,Joined Villarreal on loan until the end of the season - Expected back 01 Jul,2022-01-31T18:30:14.249794Z,59,0,0,,0,,200826.jpg,1.2,0,0,Lo Celso,0.1,False,,u,17,6,Tottenham,59.0,294,154,11,7998,0,17690,126,0.3612779478907946,0.1694915254237288,0.1694915254237288,0.8775410863486016,0.1,3.7183979002095877,1.9,Lo Celso,0.6,1.7999999999999998,0.0,0.1999999999999999,0.0,,,,,,,,,0.1,,0.0,0.0,,,,,0.4,,0.0,,0.0,0.7,1.2999999999999998,0.14444444444444443,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,3.5,0.0,0.1999999999999999,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,0.2,,0.3,,0.0,,1.0,3.901194211912202,1.0,,,,,,,,,1.3,,1.0,1.0,,,,,4.349568619222636,,2.5,,1.0,21.93854761123657,0,1.9586344957351685
373,35.467718066002384,1.970428781444577,0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.0,0.0,5.76771806600238,8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,209042,,,0,0,-1,1,151.5,168,102,,,0,3,0.0,0.0,0,Oliver,1.0,2.260414697383175,2.3725902503318883,2.0449310839824806,1.8806203044088043,18.0,24,,,,,,,,,,,,,,,,,2.5789477825164795,4.865489959716797,2.6557533740997314,2.5053443908691406,2.55523943901062,,2.5345847606658936,2.735664367675781,2.522579431533813,2.5053443908691406,,,,,,,13,0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,252,117,False,183.8,232,91,1346,Groin Injury - Expected back 19 Feb,2022-02-04T15:00:15.514968Z,44,0,0,,0,,209042.jpg,1.9,0,0,Skipp,0.7,False,,i,17,6,Tottenham,39.0,320,164,34,307159,32,297354,2359,0.4478247230555856,0.5137306130416307,0.4274137055474555,0.9393650639400918,0.2,6.35552097450603,7.7,Skipp,0.9,2.7,0.0,0.0,0.1,,,0.3,0.0,,,0.0,0.2999999999999999,0.0,,0.0,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.061111111111111116,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,1.0,0.0,0.0,0.0,,,0.0,0.1,,,0.0,0.1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.149568619222636,2.301194211912202,1.8488116360940263,,,3.6408182206817177,2.7018965179946552,,,1.0,4.218730753077982,1.2465969639416064,,1.8187307530779824,2.22313016014843,1.6,,1.5488116360940265,2.0907179532894125,1.0,0.0,1.3328710836980795,2.670320046035639,2.2725317930340125,27.964292287826535,6,2.5053443908691406
374,2.2817151257783066,2.2817151257783066,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,11,100.0,100.0,1.2817151257783066,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,214225,,,0,0,-3,3,0.2,462,175,,,0,2,0.5,0.5,0,Joe,0.0,,,,,1.0,24,,,,,,,,,,,,,,,,,2.5812461376190186,4.659478187561035,2.359724998474121,2.4421534538269043,2.1308605670928955,,2.1327216625213623,2.9448049068450928,2.524877548217773,2.4421534538269043,,,,,,,3,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.9,460,169,False,18.8,433,165,78,,2021-08-20T15:30:14.158380Z,42,0,0,,0,,214225.jpg,1.0,0,0,Rodon,0.1,False,,a,17,6,Tottenham,0.0,514,211,1,3383,37,9644,38,0.543265506137692,,,1.1133629788474104,0.0,6.347660564240955,0.2,Rodon,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,,0.3999999999999986,0.1999999999999993,1.5,1.0,2.5,,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.36287181315765,,,,,,26.66017436981201,0,2.4421534538269043
