id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 25 prediction
247,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,219937,,,0,0,-1,1,0.0,514,200,,,0,2,0.0,0.0,0,Rhys,0.0,,,,,,15,,,,,,,2.1729183197021484,3.0880861282348637,2.02571702003479,2.468674898147583,,2.4712064266204834,1.2192586660385132,1.7727763652801514,2.02571702003479,2.4712064266204834,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,525,200,False,0.0,521,199,0,Joined Swansea City on a season-long loan - Expected back 01 Jul,2021-08-31T17:30:14.206064Z,44,0,0,,0,,219937.jpg,0.0,0,0,Williams,0.0,False,,u,11,14,Liverpool,0.0,487,195,0,468,0,4347,15,,,,,0.0,5.104604769836772,0.0,R.Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4602609872818,0,2.744699716567993
248,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,152898,,,0,0,0,0,0.0,452,167,,,0,2,0.0,0.0,0,Ben,0.0,,,,,,15,,,,,,,2.1729183197021484,3.0880861282348637,2.02571702003479,2.468674898147583,,2.4712064266204834,1.2192586660385132,1.7727763652801514,2.02571702003479,2.4712064266204834,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,469,167,False,0.0,464,166,0,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.417581Z,40,0,0,,0,,152898.jpg,0.0,0,0,Davies,0.1,False,,u,11,14,Liverpool,0.0,414,154,0,1080,0,23754,124,,,,,0.0,5.61506524682045,0.0,Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4602609872818,0,2.744699716567993
506,12.931571543900448,3.232892885975112,0,,,,,,,,0.0,0.0,0.0,,,,,,0,,,,,,,,0.0,0.0,0.0,,,,,,33,0.0,0.0,1.531571543900448,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,444884,5.0,,0,0,-2,2,80.9,193,112,,,0,3,0.0,0.0,0,Harvey,0.0,,3.2162607562210623,3.2162607562210623,,4.0,15,,,,,,,3.0790891647338867,3.508053064346313,2.558884620666504,2.951857805252075,,2.883410692214966,2.137744188308716,2.4469199180603027,2.6363537311553955,2.883410692214966,,,,,,,,1,0,,,,,,,,0.0,0.0,0.0,,,,,,18.5,293,133,False,23.2,375,163,249,Ankle injury - Unknown return date,2021-09-12T22:00:15.178405Z,53,0,0,,0,,444884.jpg,2.2,0,0,Elliott,0.1,False,,i,11,14,Liverpool,81.0,200,109,9,33355,9,41401,72,0.6099797898066249,,,1.4042789334937813,0.0,5.354835267336863,1.7,Elliott,0.3,0.8999999999999999,,,,,,,,0.2,0.0999999999999999,0.0,,,,,,0.7,1.0,0.25,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.7000000000000002,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,3.5,,,,,,,,0.1,0.1999999999999999,0.3999999999999999,,,,,,,,,,,,,,3.596585303791409,3.749328964117221,4.2725317930340125,,,,,,28.380626916885376,0,3.294903039932251
553,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,182436,,,0,0,0,0,0.0,537,209,,,0,3,0.0,0.0,0,Ben,0.0,,,,,,15,,,,,,,1.7962735891342163,2.5233962535858154,1.633337140083313,2.1741039752960205,,2.314232349395752,1.3318984508514404,1.5297534465789795,1.633337140083313,2.314232349395752,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,547,209,False,0.0,544,207,0,Joined Hearts on a season-long loan - Expected back 01 Jul,2021-08-23T23:30:16.182158Z,45,0,0,,0,,182436.jpg,0.0,0,0,Woodburn,0.0,False,,u,11,14,Liverpool,0.0,514,202,0,2273,0,3037,9,,,,,0.0,4.348238017823961,0.0,Woodburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.567071080207825,0,2.3165063858032227
620,1.382892885975112,1.382892885975112,0,,,,0.0,,,,,,,,,,,,0,,,,0.0,,,,,,,,,,,,3,,,0.382892885975112,0,,,,0.0,0.0,0.0,0.0,,,,,,,,,440148,,,0,0,0,0,0.1,427,197,,,0,3,1.2,1.2,0,Tyler,0.2,1.0,1.0,1.0,1.0,1.0,15,,,,,,,1.2945845127105713,1.8501793146133425,1.072007656097412,1.5008866786956787,,1.5916240215301514,0.7822805643081665,1.0280643701553345,1.072007656097412,1.5916240215301514,,,,,,,,0,0,,,,0.0,,,,,,,,,,,,0.1,448,196,False,0.4,443,194,6,,,45,0,0,,0,,440148.jpg,1.0,0,0,Morton,0.0,False,,a,11,14,Liverpool,0.0,548,220,1,299,25,209,37,0.30730953021669155,0.2222222222222222,0.2222222222222222,0.6519019582184244,0.0,2.9836773342556424,0.2,Morton,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,13.42654800415039,0,1.6432892084121704
625,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,496185,,,0,0,0,0,0.0,583,236,,,0,3,1.0,1.0,0,Kaide,0.0,,,,,,15,,,,,,,1.7962735891342163,2.5233962535858154,1.633337140083313,2.1741039752960205,,2.314232349395752,1.3318984508514404,1.5297534465789795,1.633337140083313,2.314232349395752,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,592,236,False,0.0,591,235,0,,,45,0,0,,0,,496185.jpg,0.0,0,0,Gordon,0.0,False,,a,11,14,Liverpool,0.0,566,232,0,130,28,62,19,,,,,0.0,4.348238017823961,0.0,Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.567071080207825,0,2.3165063858032227
626,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,492777,,,0,0,0,0,0.0,486,190,,,0,2,1.0,1.0,0,Conor,0.0,,,,,,15,,,,,,,2.1729183197021484,3.0880861282348637,2.02571702003479,2.468674898147583,,2.4712064266204834,1.2192586660385132,1.7727763652801514,2.02571702003479,2.4712064266204834,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,503,190,False,0.0,498,189,0,,,40,0,0,,0,,492777.jpg,0.0,0,0,Bradley,0.0,False,,a,11,14,Liverpool,0.0,449,178,0,134,36,86,28,,,,,0.0,5.61506524682045,0.0,Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4602609872818,0,2.744699716567993
627,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,430992,,,0,0,0,0,0.0,466,174,,,0,2,1.0,1.0,0,Owen,0.0,,,,,,15,,,,,,,2.1729183197021484,3.0880861282348637,2.02571702003479,2.468674898147583,,2.4712064266204834,1.2192586660385132,1.7727763652801514,2.02571702003479,2.4712064266204834,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,483,174,False,0.0,478,173,0,,,40,0,0,,0,,430992.jpg,0.0,0,0,Beck,0.0,False,,a,11,14,Liverpool,0.0,428,161,0,132,29,90,37,,,,,0.0,5.61506524682045,0.0,Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4602609872818,0,2.744699716567993
33,49.65206294416284,4.513823904014804,2,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,161,100.0,100.0,5.61006294416284,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,114283,6.0,,0,0,-4,4,353.6,13,9,,,0,3,2.0,2.5,3,Jack,1.0,4.281793228459603,4.496692273637856,4.496692273637856,3.648292651895706,11.0,15,,,,,,,3.0965569019317627,3.740044355392456,3.6200084686279297,3.630606889724731,,3.0478689670562744,3.763296842575073,3.2049357891082764,3.3527672290802,3.0478689670562744,,,,,,,,3,1,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,98.6,18,11,False,190.2,141,47,808,,2021-11-14T17:30:13.298844Z,76,0,0,,0,,114283.jpg,3.5,0,0,Grealish,8.4,False,,a,12,43,Manchester City,441.0,19,8,38,1168087,2948,2390868,13721,0.5939241978966847,0.5633938458499478,0.4800385068283824,1.6373360197707965,0.1,4.489995115681698,5.0,Grealish,3.0,9.0,0.1,0.2999999999999998,,,,0.0,0.1,0.1,0.9000000000000001,0.2999999999999998,0.2000000000000001,0.0,0.0,,1.0,2.7,5.7,0.5181818181818182,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,13.5,0.2,0.0,,,,0.0,0.7000000000000002,0.8,0.0,0.1999999999999999,0.0,0.5,0.0,,0.3,6.296585303791412,2.5725317930340124,3.267879441171442,,,,1.0,6.296585303791412,7.20483741803596,6.375837418035959,4.3493289641172215,3.27032004603564,5.240818220681718,2.3678794411714423,,7.517596963941606,34.12396287918091,1,3.6200084686279297
249,52.55127466543785,4.379272888786487,1,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,236,100.0,100.0,24.480274665437847,6,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,58621,,,0,0,0,0,129.2,133,31,4.0,,0,2,4.5,5.0,5,Kyle,3.5,4.698278090352496,4.465347536297938,4.465347536297938,6.098382113738783,12.0,15,,,,,,,3.7681710720062256,4.035036087036133,4.110251426696777,3.854597568511963,,3.719481468200684,4.05828857421875,2.916470766067505,3.918643712997437,3.719481468200684,,,,,,,,7,0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,34.9,194,61,False,159.6,188,78,1035,,2021-12-02T00:00:15.840643Z,55,0,0,,0,,58621.jpg,4.2,0,0,Walker,7.1,False,,a,12,43,Manchester City,61.0,232,63,51,596473,29716,551380,8764,0.7962314343248159,0.8542323800640902,1.108796747952506,1.8673282340119652,0.6,6.947395194660533,9.3,Walker,0.7,2.1,,0.0,0.2,0.0999999999999999,0.0,,0.1999999999999999,0.0,0.0,0.0,0.1,0.1,0.0,,0.0,0.2,0.8999999999999999,0.075,,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,1.2000000000000002,,0.0,0.0,0.0,0.1,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,5.35734121516564,,2.4715177646857693,6.586341215165639,6.574923012311923,5.87492301231193,,5.35734121516564,5.619349672143839,1.0,4.397315856468886,4.981280184142556,6.263272882726872,2.4715177646857693,,1.9863878557664247,38.210673570632935,1,4.110251426696777
250,60.04205722196622,6.004205722196621,2,0.0,,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,6,0.0,,0.0,0.0,3.0,,0.0,0.0,1.0,0.0,0.0,,,,2.0,204,100.0,100.0,5.1000572219662175,8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,59859,4.0,,0,0,-2,2,352.6,14,10,2.0,,1,3,6.5,7.0,6,Ilkay,5.5,7.323845815536077,6.102108471693918,6.102108471693918,6.743158028434696,10.0,15,,,,,,,3.932270050048828,4.2964277267456055,4.750677585601807,4.319680213928223,,3.7300870418548575,4.319680213928223,3.3063576221466064,4.055933952331543,3.7300870418548575,,,,,,,,2,3,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,,,1.0,96.4,21,13,False,223.2,108,37,838,,2021-12-02T00:00:15.861802Z,73,0,0,5.0,0,,59859.jpg,5.4,0,0,Gündogan,3.9,False,,a,12,43,Manchester City,389.0,30,15,54,470788,16128,813195,13960,0.8224939345474824,1.0032665500734352,0.9237202778677666,2.222256238214218,0.8,5.642723155348269,7.4,Gündogan,2.3,6.9,0.0,,0.0,0.1,0.3,,0.1999999999999997,0.2,0.4999999999999999,0.6000000000000001,0.0999999999999998,,,,0.3,4.3,6.6,0.6599999999999999,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,21.5,0.1,,0.3000000000000002,0.1,0.8999999999999999,,0.6999999999999997,0.0,0.4,0.7,0.1999999999999999,,,,0.8999999999999999,7.367585303791406,2.7725317930340125,,3.996585303791412,3.6187307530779815,11.989730753077982,,7.367585303791406,2.50483741803596,7.404837418035959,7.749328964117222,3.97032004603564,,,,9.646596963941606,41.19187903404236,1,4.750677585601807
251,34.9900514997696,3.8877834999744,0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1.0,3.0,0.0,117,100.0,100.0,4.590051499769596,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,61366,2.0,,0,0,-2,2,222.8,60,42,1.0,,1,3,1.2,1.7,1,Kevin,0.2,4.110451772402287,3.538410466650004,3.538410466650004,3.698292651895705,9.0,15,,,,,,,3.2848446369171143,3.808931589126587,3.789999008178711,3.738065481185913,,3.2361559867858887,3.832184076309204,2.961524724960327,3.591346263885498,3.2361559867858887,,,,,,,,5,2,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1.0,1.0,0.0,59.7,78,47,False,148.8,202,73,473,,2021-11-19T14:30:18.601803Z,118,0,0,3.0,0,,61366.jpg,3.3,0,0,De Bruyne,1.6,False,,a,12,43,Manchester City,224.0,69,39,30,374843,2545,493716,2665,0.32947317796393216,0.3483433705425667,0.31341463151658516,1.1317775333396156,0.0,2.9889158273147323,2.5,De Bruyne,1.8,5.4,0.0,0.0,0.3,,,,0.0,,,,0.1,0.3,0.0,0.4,0.5999999999999999,1.6,3.4000000000000004,0.3777777777777778,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,8.0,0.0,0.0,0.4999999999999999,,,,0.1,,,,0.1,0.1999999999999999,0.3999999999999999,0.2,0.0,1.5000000000000004,1.0,1.0,5.89658530379141,,,,1.5000000000000004,,,,1.8,4.640818220681719,5.367879441171443,7.567879441171443,2.8,35.26920676231384,0,3.789999008178711
252,16.96009155514595,4.240022888786488,0,,0.0,0.0,0.0,,,,,,,,,,0.0,,0,,0.0,0.0,0.0,,,,,,,,,,0.0,,82,100.0,100.0,8.160091555145948,3,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,97299,,,0,0,-2,2,6.9,366,132,,,0,2,2.5,3.0,0,John,1.5,3.883195498040833,3.883195498040833,3.883195498040833,5.530632113738781,4.0,15,,,,,,,3.0302462577819824,2.9970829486846924,3.0282387733459477,2.816645622253418,,2.934725761413574,3.0203354358673096,2.3861658573150635,2.8993163108825684,2.934725761413574,,,,,,,,1,0,,0.0,0.0,0.0,,,,,,,,,,0.0,,5.7,378,135,False,46.2,343,132,301,,2021-12-02T00:00:15.894453Z,53,0,0,,0,,97299.jpg,4.8,0,0,Stones,2.9,False,,a,12,43,Manchester City,4.0,376,138,19,100822,2036,727802,4730,0.8000043186389599,0.732678395856761,1.0435154931582606,1.841748251568935,0.3,5.485985189113977,3.6,Stones,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.0,,0.3,0.3,0.075,,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,,,,,,,1.0,1.4000000000000004,1.7999999999999998,,0.0,0.3,0.0,,,,,,,,,,0.0,,,,1.0,5.786341215165639,5.274923012311923,,,,,,,,,,3.4715177646857693,,29.07572150230408,0,3.0282387733459477
253,5.940022888786487,5.940022888786487,0,0.0,,,,,,,,,,,,,,,1,1.0,,,,,,,,,,,,,,,22,0.0,0.0,2.040022888786487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102826,,,0,0,-2,2,29.1,296,96,,,0,2,0.0,0.0,0,Benjamin,0.0,,4.9901271721360505,4.9901271721360505,,1.0,15,,,,,,,3.522273540496826,3.5121519565582275,3.758103609085083,3.526158094406128,,3.2958407402038574,3.5354044437408447,2.8253114223480225,3.4199581146240234,3.2958407402038574,,,,,,,,1,0,0.0,,,,,,,,,,,,,,,4.6,385,137,False,15.2,394,149,78,Suspended by club - Unknown return date,2021-09-01T12:00:08.045744Z,53,0,0,,0,,102826.jpg,3.0,0,0,Mendy,0.3,False,,n,12,43,Manchester City,2.0,388,144,3,17097,62,73652,212,1.1207590356200918,,,2.5801810642661525,0.0,6.499838919009803,0.6,Mendy,0.3,0.8999999999999999,0.3,,,,,,,,,,,,,,,0.0,0.3,0.3,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,0.0,0.0,,,,,,,,,,,,,,,,4.9901271721360505,,,,,,,,,,,,,,,34.44914627075195,0,3.758103609085083
254,40.66206866635946,3.388505722196621,2,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,136,,,6.120068666359462,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103025,3.0,,0,0,-4,4,243.1,51,36,3.0,,0,3,3.2,3.7,1,Riyad,2.2,2.7455224817487527,3.033975970585336,3.033975970585336,2.999075103204645,12.0,15,,,,,,,2.837113857269287,3.3467814922332764,3.57673454284668,3.278333902359009,,2.6524813175201416,3.3700339794158936,2.515265464782715,2.902431964874268,2.6524813175201416,,,,,,,,5,2,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,1.0,63.5,64,42,False,151.0,198,70,493,,,86,0,0,2.0,0,,103025.jpg,2.8,0,0,Mahrez,2.3,False,,a,12,43,Manchester City,241.0,63,37,33,294315,2035,759474,10052,0.3940122932786769,0.31924680020334334,0.34872966316333087,1.1554708609007023,0.3,3.570743300193964,3.8,Mahrez,1.5,4.5,0.0,0.0,,0.0,0.3,0.0999999999999998,0.1,0.0,0.8,,0.0,0.0,,0.1999999999999999,0.0,2.5,4.0,0.3333333333333333,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,12.5,0.4,0.1,,0.2000000000000001,0.1999999999999997,0.1,0.0,0.6,0.1,,0.0999999999999998,0.0,,0.4000000000000001,0.2999999999999998,1.3000000000000005,4.2725317930340125,1.5000000000000004,,2.000000000000001,5.489730753077981,3.206569659740599,1.3000000000000005,4.0,4.671,,1.4999999999999991,1.0,,4.967879441171442,2.499999999999999,30.70839238166809,0,3.57673454284668
255,50.20107438855608,3.8616211068120063,1,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,124,100.0,100.0,6.630074388556083,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,103955,,,0,0,-4,4,245.0,50,35,5.0,,0,3,6.8,7.3,7,Raheem,5.8,3.8224369888574254,3.647872903840698,3.647872903840698,6.027904117421993,13.0,15,,,,,,,2.842808246612549,3.7558186054229736,3.799452781677246,3.6849524974823,,2.731552839279175,3.779071092605591,2.651801109313965,3.2784738540649414,2.731552839279175,,,,,,,,5,3,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,89.5,30,18,False,190.6,140,46,731,,2021-10-24T08:00:14.834528Z,106,0,0,6.0,0,,103955.jpg,3.2,0,0,Sterling,1.3,False,,a,12,43,Manchester City,459.0,17,7,42,84423,7151,235815,2156,0.3643038780011327,0.3606072630997571,0.5686701997567919,1.1860874944887667,0.5,3.1183902497561475,4.0,Sterling,1.6,4.800000000000001,0.0,0.0999999999999999,,0.3,0.3,0.1999999999999999,0.3,0.0,0.1,0.1999999999999999,0.0,0.0,0.1,0.0,,3.6,5.2,0.4,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,18.0,0.0,0.0,,0.9000000000000001,0.0,0.0,1.0,0.7,0.6000000000000001,0.0999999999999998,0.2000000000000001,0.0,0.0,0.0999999999999998,,8.39658530379141,2.2725317930340125,1.2999999999999998,,8.218730753077981,3.718730753077983,3.777569659740599,8.39658530379141,4.5,4.3,2.099999999999999,3.67032004603564,1.0,1.3,2.867879441171441,,33.05493664741516,0,3.799452781677246
256,87.65534333179731,5.843689555453154,5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,340,,,30.600343331797305,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,121145,,,0,0,8,-8,310.3,25,5,,,4,2,5.2,5.7,2,João Pedro Cavaco,4.2,5.749702112646814,6.025029578900221,6.025029578900221,6.6523614187835065,15.0,15,,,,,,,4.173325061798096,4.2350664138793945,4.71983528137207,4.249072551727295,,3.993725299835205,4.258318901062012,3.065176725387573,4.319571971893311,3.993725299835205,,,,,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2,20,2,True,325.8,29,7,1337,,,68,0,0,,0,,121145.jpg,5.6,0,0,Cancelo,39.1,False,,a,12,43,Manchester City,345.0,35,1,84,3204136,70161,619225,18746,0.8593661110960521,0.8455444283304138,0.978288443938751,2.240952647362812,0.6,6.136419527670917,12.4,Cancelo,2.0,6.0,0.6,0.0,0.3999999999999999,0.5,0.1,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.2,0.0,0.0999999999999999,1.7,3.7,0.24666666666666667,1.3,1.0,0.6999999999999993,0.200000000000001,0.1999999999999993,0.9000000000000004,0.6999999999999993,0.0999999999999998,0.1,0.7999999999999998,0.4000000000000003,0.2999999999999998,1.0,1.0,1.4000000000000004,10.2,0.1,0.0999999999999998,0.1,0.0,0.1,0.0999999999999998,0.0,0.1,0.3999999999999999,0.0999999999999999,0.0,0.1,0.0,0.3,0.1999999999999999,3.98634121516564,5.4901271721360505,4.071517764685769,9.32834121516564,10.545923012311924,5.174923012311931,4.226278638962395,3.98634121516564,6.219349672143839,8.01934967214384,8.468315856468886,4.681280184142556,9.334272882726877,2.071517764685769,5.27151776468577,3.486387855766425,41.72765278816223,4,4.71983528137207
