id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,games played,adjusted points,adjusted points per game,form 4,value,valuePoints metric
247,0,0,22,75.0,75.0,1,62398,0,0,-2,2,8.1,0,3,-0.4,0.0,0,Nemanja,0.0,1,0,6.5,False,25.2,158,Lack of match fitness - 75% chance of playing,2019-11-22T12:00:17.063377Z,48,0,0,0,62398.jpg,2.0,0,0,Matic,0.3,False,,d,12,1,32.0,6,11490,18,39017,267,0.0,1.2,Matic,0,3.0,6.633464594965588,2.2111548649885293,,0.46065726353927694,1.0092494980762563
248,2,6,198,100.0,75.0,2,195851,0,0,1,-1,139.7,0,3,1.3,1.4,2,Scott,1.8,12,2,64.1,False,274.6,1155,,2019-11-10T16:30:22.747107Z,51,0,0,0,195851.jpg,3.8,0,0,McTominay,2.3,False,,a,12,1,227.0,49,349554,8216,260242,8475,0.4,9.6,McTominay,1,12.894736842105265,43.945509223974895,3.408019082675604,2.2078577118704827,0.6682390358187459,1.5090962149111078
249,0,0,4,,,0,222677,-1,1,-2,2,0.5,0,3,-0.5,0.0,0,Tahith,0.0,0,0,0.2,False,1.4,24,,,43,0,0,0,222677.jpg,1.0,0,0,Chong,0.5,False,,a,12,1,0.0,2,55221,865,47819,941,0.0,0.5,Chong,0,2.0,2.755643063310392,1.3778215316551958,,0.32042361201283626,0.6644445438725615
250,0,0,3,,,0,232928,0,0,-1,1,2.8,0,3,-0.5,0.0,0,James,0.0,1,0,0.5,False,2.2,8,,,44,0,0,0,232928.jpg,1.0,0,0,Garner,0.2,False,,a,12,1,0.0,1,20239,96,18896,367,0.0,0.2,Garner,0,1.0,1.3778215316551958,1.3778215316551958,,0.31314125719436264,0.6568506425451454
481,0,0,27,100.0,100.0,0,180804,0,0,-1,1,6.2,0,2,-0.3,0.2,0,Axel,0.2,3,0,2.3,False,16.6,186,,2019-11-22T12:00:17.663942Z,44,0,0,0,180804.jpg,1.5,0,0,Tuanzebe,0.1,False,,a,12,1,0.0,6,7221,89,10573,187,0.0,1.4,Tuanzebe,0,4.0,12.045144506483133,3.011286126620784,2.520101648400185,0.6843832105956327,1.4355743336235918
549,0,0,45,,,0,232937,0,0,1,-1,50.6,0,2,1.3,1.8,0,Brandon,1.8,6,1,16.8,False,77.6,268,,,41,0,0,0,232937.jpg,1.8,0,0,Williams,1.8,False,,a,12,1,40.0,9,147673,6790,32335,8323,0.4,2.2,Williams,3,5.0,12.65643063310392,2.531286126620784,2.3609066690186533,0.6173868601514108,1.2501131124259244
251,0,0,49,0.0,0.0,1,56983,0,0,-2,2,98.0,0,2,0.0,0.0,0,Matt,0.0,4,0,15.8,False,48.6,270,Ankle injury - Expected back 11 Jan,2019-08-28T21:30:17.608501Z,53,0,0,0,56983.jpg,2.7,0,0,Ritchie,0.2,False,,i,13,4,12.0,8,7694,10,34838,167,0.0,1.5,Ritchie,1,2.962962962962963,8.038525663259993,2.713002411350248,,0.5118872474245751,1.1784529420398226
252,0,2,144,100.0,100.0,3,119471,0,0,0,0,9.9,0,2,0.5,0.0,0,Fabian,0.0,14,1,32.4,False,236.4,793,,2019-10-24T10:30:13.201858Z,50,0,0,0,119471.jpg,3.6,0,0,SchÃ¤r,1.5,False,,a,13,4,78.0,32,133443,1043,165532,3159,0.0,6.4,SchÃ¤r,2,8.888888888888891,24.315576989779977,2.7355024113502475,,0.5471004822700495,1.223353868878749
253,0,0,78,75.0,50.0,1,151119,0,0,-1,1,60.9,0,2,2.0,1.1,0,DeAndre,2.2,8,1,20.4,False,103.0,556,Hip injury - 75% chance of playing,2019-11-29T11:00:12.462280Z,44,0,0,0,151119.jpg,2.9,0,0,Yedlin,0.1,False,,d,13,4,39.0,20,10025,82,6876,763,0.5,4.5,Yedlin,1,6.896551724137932,19.41036145758792,2.8145024113502477,3.5379302871803824,0.6396596389432381,1.341761378281985
254,2,3,125,,,1,57145,0,0,-1,1,35.6,1,2,3.3,2.8,6,Federico,2.8,8,1,35.7,False,241.2,563,,,44,0,0,0,57145.jpg,3.1,0,0,FernÃ¡ndez,0.3,False,,a,13,4,81.0,28,13512,1148,10240,491,0.6,6.4,FernÃ¡ndez,3,9.032258064516126,22.497492747679654,2.490793839921676,1.9560343712082344,0.5660895090731081,1.1874393719443461
255,0,2,179,,,4,106618,0,0,-1,1,23.0,0,2,4.0,3.5,6,Paul,3.5,18,0,26.6,False,200.4,945,,,44,1,0,0,106618.jpg,2.6,0,0,Dummett,0.3,False,,a,13,4,44.0,31,21237,1402,21268,323,0.8,7.0,Dummett,2,11.923076923076925,24.607913366099105,2.063889508124441,1.9956449600049464,0.4690657973010092,0.9839207171665706
256,1,4,87,,,2,109528,0,0,-2,2,29.5,1,2,3.5,3.0,12,Javier,3.0,4,0,11.2,False,75.2,395,,,43,0,0,0,109528.jpg,3.7,0,0,Manquillo,0.2,False,,a,13,4,6.0,22,6409,2760,8145,185,0.7,5.1,Manquillo,2,5.945945945945946,16.428976499920388,2.7630551386229745,4.020709002532938,0.6425709624704592,1.3324635078620024
257,0,0,0,100.0,100.0,0,77359,0,0,-1,1,0.0,0,2,0.5,0.0,0,Florian,0.0,0,0,0.0,False,0.0,0,,2019-06-25T11:30:07.214396Z,44,0,0,0,77359.jpg,0.0,0,0,Lejeune,0.0,False,,a,13,4,0.0,0,287,14,321,21,0.0,0.0,Lejeune,0,,,,,,
258,0,3,180,0.0,0.0,3,101148,0,0,-2,2,13.2,1,2,0.0,0.0,0,Jamaal,0.2,18,1,29.7,False,218.2,1000,Leg injury - Unknown return date,2019-11-09T17:30:13.080996Z,43,0,0,0,101148.jpg,3.2,0,0,Lascelles,3.3,False,,i,13,4,65.0,38,151779,171,401641,18623,0.0,8.8,Lascelles,1,11.875,30.471591134784195,2.5660287271397206,1.190843962318926,0.5967508667766792,1.2374489351462092
259,0,2,137,100.0,100.0,2,58845,0,0,-2,2,12.9,1,2,5.0,4.5,6,Ciaran,4.5,9,2,31.8,False,211.2,720,,2019-11-21T10:00:17.546764Z,43,0,0,0,58845.jpg,4.1,0,0,Clark,0.7,False,,a,13,4,93.0,33,50880,15835,15944,1468,1.0,7.7,Clark,2,8.048780487804878,25.08087306696541,3.116108471956308,2.8234778967419807,0.7246763888270484,1.5027209437053406
260,0,0,9,,,0,196118,0,0,-3,3,3.3,0,4,0.5,0.0,0,Yoshinori,0.0,3,0,1.5,False,2.0,101,,,52,0,0,0,196118.jpg,1.0,0,0,Muto,0.1,False,,a,13,4,12.0,5,5720,39,11617,159,0.0,1.0,Muto,0,5.0,5.4,1.08,,0.2076923076923077,0.47361133042579584
261,0,0,0,0.0,0.0,0,61316,0,0,0,0,0.0,0,4,0.0,0.0,0,Jose Luis,0.0,0,0,0.0,False,0.0,0,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,50,0,0,0,61316.jpg,0.0,0,0,Mato SanmartÃ­n,0.0,False,,u,13,4,0.0,0,1091,12,3697,18,0.0,0.0,Joselu,0,,,,,,
262,0,4,289,,,4,67089,0,0,0,0,0.0,1,1,5.3,4.8,10,Martin,4.8,22,0,42.8,False,426.4,1350,,,50,0,0,0,67089.jpg,3.8,0,57,Dubravka,1.1,False,,a,13,4,0.0,57,51373,9264,49419,1120,1.0,11.4,Dubravka,0,15.0,52.33253617025372,3.488835744683581,4.830123263226729,0.6977671489367162,1.5602547774887174
263,0,0,0,,,0,59735,0,0,-1,1,0.0,0,1,0.5,0.0,0,Karl,0.0,0,0,0.0,False,0.0,0,,,44,0,0,0,59735.jpg,0.0,0,0,Darlow,0.1,False,,a,13,4,0.0,0,1465,48,5179,85,0.0,0.0,Darlow,0,,,,,,
264,0,0,0,0.0,0.0,0,155503,0,0,0,0,0.0,0,1,0.0,0.0,0,Frederick,0.0,0,0,0.0,False,0.0,0,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,40,0,0,0,155503.jpg,0.0,0,0,Woodman,0.9,False,,n,13,4,0.0,0,18241,452,31179,675,0.0,0.0,Woodman,0,,,,,,
266,1,0,101,100.0,100.0,5,179018,0,0,-2,2,143.3,0,3,3.5,3.0,3,Miguel,3.0,19,0,54.3,False,126.8,1254,,2019-08-28T18:30:16.472453Z,58,0,0,0,179018.jpg,2.4,0,0,AlmirÃ³n,0.4,False,,a,13,4,277.0,36,26894,1474,54512,693,0.5,6.2,AlmirÃ³n,2,15.0,45.669934042563426,3.0446622695042285,2.9295891114341392,0.5249417706041773,1.2642271958177782
267,3,0,92,100.0,100.0,2,104953,0,0,-1,1,159.5,0,3,2.3,1.8,1,Christian,1.8,11,0,31.6,False,110.0,483,,2019-08-16T12:00:11.640631Z,54,0,0,0,104953.jpg,2.2,0,0,Atsu,0.1,False,,a,13,4,47.0,28,21464,221,24029,372,0.3,5.2,Atsu,1,12.727272727272727,24.714271308841692,1.9418356028375616,1.3047425341524992,0.3595991857106595,0.8356329945402795
268,0,0,18,,,0,76542,0,0,-3,3,39.8,0,3,0.5,0.0,0,Sung-yueng,0.0,6,0,5.8,False,17.8,135,,,47,0,0,0,76542.jpg,1.3,0,0,Ki,0.1,False,,a,13,4,0.0,4,1141,30,4221,62,0.0,0.9,Ki Sung-yueng,0,3.0769230769230766,4.881155701038652,1.5863756028375615,,0.3375267240079918,0.7317405006366432
269,0,6,180,100.0,100.0,2,50232,0,0,0,0,189.6,0,3,6.0,5.5,9,Jonjo,5.5,13,4,56.5,False,253.0,760,,2019-09-27T09:30:16.698778Z,50,0,0,0,50232.jpg,4.6,0,0,Shelvey,0.8,False,,a,13,4,122.0,46,63511,27135,37011,1184,1.1,9.2,Shelvey,0,10.0,35.58875602837561,3.558875602837562,5.079872063639539,0.7117751205675125,1.5915775542820665
270,1,0,73,100.0,100.0,2,180135,0,0,0,0,150.7,0,3,0.5,0.0,0,Sean,0.0,10,0,29.9,False,106.2,613,,2019-10-27T16:30:09.941612Z,50,0,0,0,180135.jpg,2.0,1,0,Longstaff,0.3,False,,a,13,4,42.0,16,16200,107,47110,362,0.0,3.2,Longstaff,1,8.0,15.947804822700494,1.9934756028375615,,0.39869512056751233,0.8915093918864321
271,2,2,129,100.0,100.0,3,153127,0,0,-1,1,84.8,0,3,2.5,2.0,3,Isaac,2.0,20,0,36.0,False,189.8,1032,,2019-09-29T18:00:18.547838Z,44,0,0,0,153127.jpg,2.4,1,0,Hayden,4.0,False,,a,13,4,85.0,29,263876,3360,448993,7475,0.5,6.6,Hayden,2,12.083333333333336,28.65584686762054,2.3715183614582522,2.284488147011676,0.5389814457859664,1.1305770186797248
466,1,3,109,100.0,100.0,2,180974,0,0,-3,3,198.5,0,4,2.3,1.8,1,Joelinton CÃ¡ssio,1.8,17,1,58.2,False,133.4,1123,,2019-08-28T18:30:16.689545Z,57,0,0,0,180974.jpg,2.4,0,0,ApolinÃ¡rio de Lira,1.0,False,,a,13,4,249.0,36,123321,1957,213132,3454,0.3,6.3,Joelinton,2,15.0,40.1368,2.6757866666666668,1.9720971289610765,0.46943625730994154,1.1207637030881417
482,0,0,0,0.0,0.0,0,58771,0,0,-1,1,0.0,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,False,0.0,0,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2019-09-18T22:00:13.777925Z,44,0,0,0,58771.jpg,0.0,0,0,Colback,0.1,False,,n,13,4,0.0,0,23249,24,21129,281,0.0,0.0,Colback,0,,,,,,
483,0,0,0,0.0,0.0,0,114243,0,0,-2,2,0.0,0,3,0.0,0.0,0,Jacob,0.0,0,0,0.0,False,0.0,0,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T16:30:11.441250Z,48,0,0,0,114243.jpg,0.0,0,0,Murphy,0.0,False,,n,13,4,0.0,0,184,7,1272,11,0.0,0.0,Murphy,0,,,,,,
498,2,6,224,100.0,100.0,3,92159,0,0,1,-1,127.3,1,2,4.5,4.0,6,Jetro,4.0,13,2,56.4,False,268.4,1013,,2019-09-29T18:00:18.951779Z,46,0,0,0,92159.jpg,4.7,0,0,Willems,3.0,False,,a,13,4,167.0,56,242206,50484,57683,2836,0.9,12.2,Willems,0,11.914893617021274,41.97533085864124,3.5229295542073897,2.30072947549088,0.76585425091465,1.642574374195148
499,0,0,0,0.0,0.0,0,155513,-1,1,-2,2,0.0,0,3,0.0,0.0,0,Rolando,0.0,0,0,0.0,False,0.0,0,Joined Wycombe Wanderers on loan until January on 2/9. - Expected back 01 Feb,2019-09-02T12:30:12.780747Z,48,0,0,0,155513.jpg,0.0,0,0,Aarons,0.0,False,,n,13,4,0.0,0,1343,4,4086,30,0.0,0.0,Aarons,0,,,,,,
500,1,0,94,75.0,75.0,2,170137,0,0,-1,1,151.2,0,3,3.5,3.2,8,Allan,4.2,7,1,50.4,False,130.4,725,Ankle injury - 75% chance of playing,2019-11-30T15:00:19.632939Z,54,0,0,0,170137.jpg,2.6,0,0,Saint-Maximin,0.5,False,,d,13,4,224.0,29,44274,3912,52426,1574,0.8,5.4,Saint-Maximin,0,11.153846153846152,33.34348941626511,2.9894162924927348,2.7617256179033043,0.5535956097208767,1.286439946189498
519,0,0,72,100.0,100.0,1,111773,0,0,-1,1,9.8,0,2,0.7,0.2,1,Emil,0.2,11,0,10.0,False,59.6,416,,2019-08-29T00:00:09.547590Z,44,0,0,0,111773.jpg,1.7,0,0,Krafth,0.1,False,,a,13,4,30.0,12,4120,16,5753,90,0.0,2.7,Krafth,0,7.0588235294117645,15.732958197766454,2.2288357446835807,1.8673609431440497,0.5065535783371774,1.0625557500645675
520,1,0,44,100.0,75.0,1,40142,0,0,-1,1,38.8,0,4,1.7,1.4,5,Andy,1.8,4,0,12.4,False,49.2,195,,2019-11-30T12:30:32.631364Z,54,0,0,0,40142.jpg,1.5,0,0,Carroll,0.1,False,,a,13,4,35.0,12,7278,753,13290,212,0.3,2.2,Carroll,0,8.0,12.1368,1.5171,3.163885714285714,0.2809444444444444,0.6528558927256968
540,0,2,47,,,1,223175,0,0,0,0,27.6,1,3,0.5,0.0,0,Matthew,0.0,2,1,8.1,False,44.0,269,,,45,0,0,0,223175.jpg,4.7,0,0,Longstaff,0.3,False,,a,13,4,10.0,14,39639,180,22034,1982,0.0,3.1,Matthew Longstaff,0,2.9787234042553186,9.662608178665078,3.243875602837562,,0.7208612450750138,1.52917762406136
554,0,0,12,,,0,104547,0,0,0,0,0.4,0,4,1.0,0.5,0,Dwight,0.5,1,0,0.4,False,4.0,45,,,50,0,0,0,104547.jpg,1.0,0,0,Gayle,0.0,False,,a,13,4,0.0,4,3722,240,2184,271,0.1,0.8,Gayle,0,4.0,4.0,1.0,1.0,0.2,0.4472135954999579
272,0,0,0,0.0,0.0,0,84384,0,0,-1,1,0.0,0,2,0.0,0.0,0,Timm,0.0,0,0,0.0,False,0.0,0,Knee injury - Unknown return date,2019-08-27T21:30:10.685404Z,44,0,0,0,84384.jpg,0.0,0,0,Klose,0.0,False,,i,14,45,0.0,0,577,9,5418,33,0.0,0.0,Klose,0,,,,,,
273,0,0,245,100.0,100.0,1,198826,0,0,-1,1,12.4,0,2,1.7,2.2,1,Ben,2.2,32,0,37.1,False,337.6,1309,,2019-10-19T16:00:16.106054Z,44,0,0,0,198826.jpg,1.2,0,0,Godfrey,0.2,False,,a,14,45,20.0,18,12531,399,17300,401,0.5,4.1,Godfrey,1,15.0,25.39278476478164,1.6928523176521089,2.091397827297198,0.38473916310275197,0.8070356769994907
274,0,0,156,100.0,100.0,2,232980,0,0,-1,1,131.7,0,2,1.5,2.0,1,Maximillian,2.0,28,0,43.5,False,167.0,1170,,2019-09-09T22:30:12.197253Z,44,0,0,0,232980.jpg,1.4,0,0,Aarons,1.1,False,,a,14,45,138.0,18,35253,771,140328,1467,0.5,4.1,Aarons,4,12.857142857142858,25.1223869412414,1.95396342876322,2.250507780618573,0.44408259744618633,0.9315155150398876
275,0,0,56,100.0,100.0,1,192303,0,0,-1,1,0.8,0,2,1.3,1.8,1,Christoph,1.8,5,0,7.1,False,66.0,305,,2019-08-31T17:00:18.410489Z,44,0,0,0,192303.jpg,2.0,0,0,Zimmermann,0.0,False,,a,14,45,4.0,8,831,124,1294,48,0.4,1.8,Zimmermann,1,4.0,6.5580759372751025,1.6395189843187756,1.6638755327105277,0.3726179509815399,0.7816100079529417
276,0,0,172,100.0,100.0,2,194799,0,0,0,0,129.6,0,2,-0.3,0.2,0,Jamal,0.2,26,0,36.5,False,187.0,1044,,2019-11-18T15:00:15.322949Z,45,0,0,0,194799.jpg,1.6,0,0,Lewis,0.3,False,,a,14,45,49.0,19,29495,256,31838,557,0.0,4.2,Lewis,1,11.875,20.39428793878546,1.7174137211608809,1.9989877422435391,0.38164749359130684,0.8095965922237875
277,0,0,33,0.0,0.0,0,83428,0,0,0,0,0.4,0,2,0.0,0.0,0,Grant,0.0,8,0,7.8,False,55.8,270,Groin Injury - Expected back 14 Dec,2019-10-04T13:30:17.327852Z,40,1,0,0,83428.jpg,0.3,0,0,Hanley,2.1,False,,i,14,45,21.0,1,214649,279,241462,5549,0.0,0.2,Hanley,0,3.333333333333333,3.7317299477292534,1.1195189843187756,,0.2798797460796939,0.5597594921593878
278,3,13,303,,,2,57127,0,0,1,-1,226.2,1,4,5.3,5.8,8,Teemu,5.8,32,8,123.2,False,391.4,1335,,,66,0,0,0,57127.jpg,5.5,0,0,Pukki,18.7,False,,a,14,45,617.0,82,3441669,48665,2711296,36353,0.9,12.4,Pukki,2,14.909090909090908,74.9104,5.024478048780487,5.494053266542839,0.7612845528455284,1.9557754279691792
279,0,1,48,,,0,179587,0,0,-3,3,0.8,0,4,1.0,1.5,0,Dennis,1.5,2,1,6.4,False,44.2,28,,,52,0,0,0,179587.jpg,1.8,0,0,Srbeny,0.0,False,,a,14,45,19.0,11,4115,60,6715,138,0.3,2.1,Srbeny,0,6.1111111111111125,8.6,1.4072727272727272,3.6,0.2706293706293706,0.6171299154033096
280,0,6,278,100.0,100.0,2,20480,0,0,0,0,0.0,2,1,3.3,3.8,2,Tim,3.8,25,0,46.5,False,464.8,1170,,2019-10-27T20:00:16.930339Z,45,0,0,2,20480.jpg,3.9,0,53,Krul,2.2,False,,a,14,45,0.0,51,132254,10446,83285,4182,0.8,11.3,Krul,1,13.076923076923075,51.3629405641686,3.9277542784364234,3.4879162162239554,0.8728342840969829,1.8515611234112466
281,0,2,46,,,0,18499,0,0,0,0,0.0,0,1,-0.5,0.0,0,Michael,0.0,6,0,6.5,False,65.0,158,,,40,0,0,1,18499.jpg,5.5,0,7,McGovern,6.9,False,,a,14,45,0.0,11,287687,2531,152332,7528,0.0,2.8,McGovern,0,2.0,12.279037968637553,6.1395189843187765,,1.5348797460796941,3.0697594921593883
282,0,0,8,100.0,100.0,0,37614,0,0,-3,3,22.8,0,3,-0.5,0.0,0,Mario,0.0,1,0,5.7,False,6.0,24,,2019-09-13T13:30:19.455889Z,62,0,0,0,37614.jpg,0.7,0,0,Vrancic,0.1,False,,a,14,45,28.0,2,2517,52,12618,84,0.0,0.3,Vrancic,1,2.8571428571428568,3.256799274513411,1.139879746079694,0.15232426952880473,0.1838515719483377,0.45778672233784123
283,4,3,183,,,1,195546,0,0,0,0,463.9,1,3,0.7,1.2,1,Emiliano,1.2,27,0,94.6,False,283.8,1067,,,60,0,0,0,195546.jpg,2.8,0,0,BuendÃ­a,0.8,False,,a,14,45,197.0,42,181581,318,176023,3894,0.2,7.0,BuendÃ­a,1,15.000000000000002,47.6453961911954,3.1763597460796937,1.8027295485083967,0.5293932910132823,1.296743436235265
284,1,0,73,100.0,100.0,1,89470,0,0,-2,2,100.5,0,3,2.5,3.0,2,Onel,3.0,9,1,42.6,False,122.4,524,,2019-11-01T16:00:22.360282Z,53,0,0,0,89470.jpg,2.8,0,0,HernÃ¡ndez,0.1,False,,a,14,45,205.0,22,4356,372,13253,323,0.6,4.2,HernÃ¡ndez,0,7.857142857142858,21.392998004911878,2.722745200625148,3.0185333390326945,0.5137255095519146,1.1826849392679286
285,0,0,66,,,1,71738,0,0,-3,3,149.3,0,3,0.3,0.8,1,Marco,0.8,22,0,43.3,False,74.6,823,,,52,0,0,0,71738.jpg,1.6,0,0,Stiepermann,0.1,False,,a,14,45,209.0,19,5664,18,10471,120,0.2,3.7,Stiepermann,3,11.875,26.898571984696364,2.2651429039744317,1.4178635891966755,0.4356044046104676,0.9933308744035937
286,1,0,177,100.0,100.0,2,78607,0,0,-1,1,196.3,0,3,2.0,2.5,2,Kenny,2.5,26,1,56.3,False,229.2,1098,,2019-11-20T13:00:15.181654Z,49,0,0,0,78607.jpg,2.3,0,0,McLean,0.2,False,,a,14,45,139.0,32,10247,211,13381,320,0.5,6.5,McLean,4,13.913043478260873,32.46121385850009,2.3331497460796937,3.0576404436249387,0.4761530094040191,1.0540096171221918
287,2,5,194,100.0,100.0,2,193111,1,-1,2,-2,255.0,1,3,4.7,5.2,2,Todd,5.2,26,4,88.7,False,281.2,1087,,2019-11-23T18:00:20.773249Z,47,0,0,0,193111.jpg,3.9,0,0,Cantwell,19.1,False,,a,14,45,357.0,59,2475945,88504,1304135,26225,1.1,12.6,Cantwell,1,15.128205128205128,59.89229359453896,3.9589821189610497,4.520769115314115,0.8423366210555424,1.8261422783849461
288,0,0,102,100.0,100.0,1,87396,0,0,-1,1,127.7,0,3,-0.5,0.0,0,Moritz,0.0,16,0,28.8,False,106.8,683,,2019-09-13T13:30:19.474643Z,44,0,0,0,87396.jpg,1.8,0,0,Leitner,0.2,False,,a,14,45,53.0,16,15807,169,23434,494,0.0,3.6,Leitner,1,8.888888888888891,18.621153298486167,2.0948797460796937,,0.47610903319993036,0.9986947334276468
289,1,1,112,100.0,100.0,2,18665,0,0,0,0,24.6,0,3,1.7,2.2,5,Alexander,2.2,10,0,15.0,False,119.0,593,,2019-11-29T13:30:22.939718Z,45,0,0,0,18665.jpg,2.2,0,0,Tettey,0.2,False,,a,14,45,6.0,20,13210,774,14889,350,0.5,4.4,Tettey,1,9.09090909090909,18.29025223708813,2.011927746079694,3.00795187638415,0.44709505468437644,0.9484318350068787
290,0,0,125,100.0,100.0,2,90440,0,0,0,0,37.2,0,3,1.5,2.0,1,Tom,2.0,16,0,25.0,False,138.4,763,,2019-09-04T09:00:11.384947Z,45,0,0,0,90440.jpg,2.0,0,0,Trybull,0.7,False,,a,14,45,73.0,20,45540,239,66143,769,0.4,4.4,Trybull,0,10.0,21.89879746079695,2.189879746079694,1.9958822516030983,0.48663994357326534,1.0323192122906844
434,0,0,35,0.0,0.0,0,81048,0,0,-1,1,7.7,0,4,0.0,0.0,0,Josip,0.2,3,1,8.1,False,33.4,115,Hamstring injury - Expected back 11 Jan,2019-11-11T12:00:15.065845Z,54,0,0,0,81048.jpg,1.5,0,0,Drmic,0.1,False,,i,14,45,42.0,12,4693,7,13392,139,0.0,2.2,Drmic,0,8.0,12.8,1.6,1.0,0.2962962962962963,0.6885303726590963
435,0,0,12,100.0,100.0,0,124165,0,0,-3,3,0.6,0,3,-0.5,0.0,0,Patrick,0.0,2,0,0.5,False,4.4,24,,2019-09-13T13:30:19.697982Z,52,0,0,0,124165.jpg,1.0,0,0,Roberts,0.1,False,,a,14,45,0.0,3,1328,20,6803,69,0.0,0.6,Roberts,0,3.0,3.479639238239081,1.159879746079694,,0.22305379732301805,0.5086409163654981
449,0,0,6,100.0,100.0,0,28082,0,0,-1,1,0.0,0,1,-0.5,0.0,0,Ralf,0.0,1,0,0.4,False,4.0,21,,2019-09-20T13:00:16.325481Z,44,0,0,0,28082.jpg,1.0,0,1,Fahrmann,0.3,False,,a,14,45,0.0,1,4229,68,23343,225,0.0,0.2,Fahrmann,0,1.0,1.6395189843187756,1.6395189843187756,,0.3726179509815399,0.7816100079529417
454,0,0,56,,,1,113564,0,0,-1,1,15.8,0,2,1.0,1.5,0,Sam,1.5,10,0,23.4,False,127.4,475,,,44,0,0,0,113564.jpg,1.3,0,0,Byram,0.1,False,,a,14,45,91.0,9,4588,81,7932,162,0.3,2.0,Byram,3,6.9230769230769225,11.827439122206908,1.7084078732076646,1.8217593586784315,0.3882745166381056,0.8144514971380677
484,0,0,0,,,0,101061,0,0,0,0,0.0,0,2,-0.5,0.0,0,Philip,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,101061.jpg,0.0,0,0,Heise,0.7,False,,a,14,45,0.0,0,29384,328,35246,922,0.0,0.0,Heise,0,,,,,,
507,0,0,120,100.0,100.0,1,128348,0,0,0,0,18.1,0,3,0.5,1.0,1,Ibrahim,1.0,19,0,21.1,False,168.6,731,,2019-10-27T20:00:17.300870Z,45,0,0,0,128348.jpg,1.7,0,0,Amadou,0.1,False,,a,14,45,24.0,17,10113,175,7858,248,0.2,3.8,Amadou,1,10.0,23.098797460796927,2.3098797460796936,1.7054080027402696,0.513306610239932,1.088887754785608
538,0,0,0,,,0,432735,0,0,0,0,0.0,0,4,-0.5,0.0,0,Adam,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,432735.jpg,0.0,0,0,Idah,0.1,False,,a,14,45,0.0,0,10436,123,7122,308,0.0,0.0,Idah,0,,,,,,
551,0,0,0,,,0,233849,0,0,0,0,0.0,0,1,-0.5,0.0,0,Archie,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,233849.jpg,0.0,0,0,Mair,0.0,False,,a,14,45,0.0,0,3115,188,1009,124,0.0,0.0,Mair,0,,,,,,
552,0,0,0,,,0,232667,0,0,0,0,0.0,0,2,-0.5,0.0,0,Akin,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,232667.jpg,0.0,0,0,Famewo,0.1,False,,a,14,45,0.0,0,3267,206,1724,173,0.0,0.0,Famewo,0,,,,,,
70,3,9,192,100.0,100.0,2,178304,0,0,1,-1,101.8,1,4,5.3,4.8,1,Lys,4.8,4,5,59.9,False,232.2,527,,2019-11-24T18:30:24.945845Z,51,0,0,0,178304.jpg,4.5,0,0,Mousset,7.1,False,,a,15,49,264.0,54,575350,60739,118190,37805,0.9,10.6,Mousset,0,12.0,39.9104,3.3258666666666667,3.726291386883227,0.6521307189542485,1.4727185136608092
291,2,4,277,,,5,63426,0,0,1,-1,240.7,1,2,1.7,1.2,1,Enda,1.2,15,0,64.5,False,265.4,1350,,,51,0,0,0,63426.jpg,3.6,0,0,Stevens,2.3,False,,a,15,49,139.0,54,206299,2979,84812,10663,0.2,10.6,Stevens,2,15.0,53.40589659864895,3.5603931065765964,3.0463413898785534,0.6981162954071758,1.5765685667792884
292,0,0,0,,,0,87121,-1,1,-3,3,0.0,0,2,0.5,0.0,0,Kieron,0.0,0,0,0.0,False,0.0,0,,,42,0,0,0,87121.jpg,0.0,0,0,Freeman,0.1,False,,a,15,49,0.0,0,2481,156,8235,152,0.0,0.0,Freeman,0,,,,,,
293,1,4,257,,,5,146610,0,0,1,-1,105.1,1,2,1.7,1.2,1,Jack,1.2,15,0,53.9,False,276.8,1350,,,46,0,0,0,146610.jpg,3.3,0,0,O'Connell,1.9,False,,a,15,49,157.0,50,156197,2507,59277,6938,0.3,10.9,O'Connell,3,15.151515151515152,51.3492208067161,3.389048573243264,2.8039033329465823,0.7367496898354922,1.5801520449546593
