id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ppg_estimate,prior,value,valuePoints_metric,games_played
470,0,0,0,,,0,230046,0,0,0,0,0.0,0,3,,,0,Douglas Luiz,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,230046.jpg,0.0,0,0,Soares de Paulo,0.7,False,,a,2,7,0.0,0,0,0,0,0,0.0,0.0,Douglas Luiz,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
474,0,0,0,,,0,88175,0,0,0,0,0.0,0,1,,,0,Lovre,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,a,2,7,0.0,0,0,0,0,0,0.0,0.0,Kalinic,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
491,0,0,0,,,0,184704,0,0,0,0,0.0,0,3,,,0,Marvelous,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,184704.jpg,0.0,0,0,Nakamba,0.2,False,,a,2,7,0.0,0,0,0,0,0,0.0,0.0,Nakamba,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
58,1,6,549,75.0,,9,56917,0,0,0,0,143.3,0,2,,,0,Steve,0.0,56,1,116.5,False,731.0,2786,Lack of match fitness - 75% chance of playing,2019-07-30T11:30:12.364426Z,50,1,0,0,56917.jpg,2.7,0,0,Cook,0.2,False,,d,3,91,292.0,85,0,0,0,0,0.0,0.0,Steve Cook,3,2.7,"[  8.79399820e-04   8.85344781e-04   8.91307648e-04 ...,   4.73057773e-08
   4.62214941e-08   4.51609344e-08]",0.54,1.2074767078498865,30.955555555555556
59,1,8,716,,,10,126184,0,0,0,0,125.9,0,2,,,0,Nathan,0.0,70,4,156.8,False,1002.0,3411,,,50,0,0,0,126184.jpg,3.2,0,0,Aké,19.5,False,,a,3,91,440.0,120,0,0,0,0,0.0,0.0,Aké,3,3.2,"[  5.86589636e-04   5.91293783e-04   5.96020754e-04 ...,   1.40888425e-07
   1.37831341e-07   1.34837219e-07]",0.64,1.4310835055998654,37.9
60,0,1,278,75.0,,4,41320,0,0,0,0,215.4,0,2,,,0,Charlie,0.0,34,1,66.2,False,289.8,1583,Lack of match fitness - 75% chance of playing,2019-08-04T16:00:15.935873Z,45,0,0,0,41320.jpg,2.1,0,0,Daniels,0.1,False,,d,3,91,156.0,44,0,0,0,0,0.0,0.0,Daniels,4,2.1,"[  1.34636385e-03   1.35343393e-03   1.36050712e-03 ...,   1.20258148e-08
   1.17325622e-08   1.14461745e-08]",0.4666666666666667,0.9899494936611666,17.58888888888889
61,1,0,158,,,2,223911,0,0,0,0,24.1,0,2,,,0,Chris,0.0,17,0,22.5,False,177.2,848,,,45,0,0,0,223911.jpg,2.1,0,0,Mepham,0.2,False,,a,3,91,22.0,27,0,0,0,0,0.0,0.0,Mepham,1,2.1,"[  1.34636385e-03   1.35343393e-03   1.36050712e-03 ...,   1.20258148e-08
   1.17325622e-08   1.14461745e-08]",0.4666666666666667,0.9899494936611666,9.422222222222222
62,2,0,244,0.0,,4,15149,0,0,0,0,173.3,0,2,,,0,Simon,0.0,24,0,54.4,False,332.4,1227,Anterior cruciate ligament - Unknown return date,2019-06-25T11:30:06.976202Z,45,0,0,0,15149.jpg,2.4,0,0,Francis,0.0,False,,i,3,91,39.0,40,0,0,0,0,0.0,0.0,Francis,1,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.5333333333333333,1.131370849898476,13.633333333333333
63,1,1,383,,,8,54469,0,0,0,0,199.8,0,2,,,0,Adam,0.0,33,1,68.5,False,374.0,2067,,,45,0,0,0,54469.jpg,2.8,1,0,Smith,1.7,False,,a,3,91,110.0,70,0,0,0,0,0.0,0.0,Adam Smith,5,2.8,"[  8.14076825e-04   8.19785107e-04   8.25512777e-04 ...,   5.90684842e-08
   5.77290215e-08   5.64185226e-08]",0.6222222222222222,1.3199326582148887,22.966666666666665
64,0,0,0,25.0,,0,235530,0,0,0,0,0.0,0,2,,,0,Lloyd,0.0,0,0,0.0,False,0.0,0,Ankle injury - 25% chance of playing,2019-08-04T16:00:15.955778Z,45,0,0,0,235530.jpg,0.0,0,0,Kelly,0.2,False,,d,3,91,0.0,0,0,0,0,0,0.0,0.0,Kelly,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
65,0,0,89,,,0,171129,0,0,0,0,171.6,0,2,,,0,Diego,0.0,19,0,31.4,False,107.4,606,,,40,0,0,0,171129.jpg,0.7,0,0,Rico,4.8,False,,a,3,91,36.0,8,0,0,0,0,0.0,0.0,Rico,1,0.7,"[  2.94182266e-03   2.94693852e-03   2.95198947e-03 ...,   3.98191353e-10
   3.87124047e-10   3.76354936e-10]",0.175,0.35,6.733333333333333
66,0,0,73,,,1,222434,0,0,0,0,2.0,0,2,,,0,Jack,0.0,9,0,11.0,False,85.4,401,,,40,1,0,0,222434.jpg,1.7,0,0,Simpson,8.6,False,,a,3,91,21.0,10,0,0,0,0,0.0,0.0,Simpson,0,2.0,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.5,1.0,4.455555555555556
67,12,22,525,,,9,75115,0,0,0,0,388.4,0,4,,,0,Callum,0.0,47,14,225.0,False,737.8,2528,,,80,0,1,0,75115.jpg,5.6,0,0,Wilson,20.5,False,,a,3,91,1137.0,168,0,0,0,0,0.0,0.0,Wilson,3,5.6,"[  3.97054470e-05   4.02647293e-05   4.08308688e-05 ...,   1.25456737e-05
   1.23473119e-05   1.21517827e-05]",0.7,1.979898987322333,28.08888888888889
68,3,20,457,,,10,78007,0,0,0,0,535.7,0,4,,,0,Joshua,0.0,57,12,223.8,False,655.4,2963,,,65,0,1,0,78007.jpg,4.0,0,0,King,21.0,False,,a,3,91,1058.0,141,0,0,0,0,0.0,0.0,King,3,4.0,"[  2.76210273e-04   2.78982745e-04   2.81776002e-04 ...,   7.26911847e-07
   7.12562562e-07   6.98479070e-07]",0.6153846153846154,1.5689290811054724,32.922222222222224
69,1,0,45,,,0,154566,0,0,0,0,96.0,0,4,,,0,Dominic,0.0,5,0,33.0,False,79.0,340,,,55,0,0,0,154566.jpg,1.5,0,0,Solanke,0.6,False,,a,3,91,154.0,15,0,0,0,0,0.0,0.0,Solanke,0,2.0,"[  1.94501827e-03   1.95230138e-03   1.95956277e-03 ...,   2.88469573e-09
   2.81013333e-09   2.73742974e-09]",0.36363636363636365,0.8528028654224418,3.7777777777777777
71,0,0,3,0.0,,0,217331,0,0,0,0,11.8,0,4,,,0,Sam,0.0,0,0,4.0,False,5.0,11,Joined Swansea City on loan until the end of the season on 6/8. - Expected back 01 Jul,2019-08-07T20:00:14.104634Z,45,0,0,0,217331.jpg,1.0,0,0,Surridge,1.4,False,,n,3,91,23.0,2,0,0,0,0,0.0,0.0,Surridge,0,2.0,"[  2.54256715e-03   2.54889966e-03   2.55518406e-03 ...,   8.44569979e-10
   8.21712106e-10   7.99452883e-10]",0.4444444444444444,0.9428090415820634,0.12222222222222222
72,0,4,363,,,5,40349,0,0,0,0,0.0,0,1,,,0,Asmir,0.0,47,0,44.2,False,440.6,2160,,,45,0,0,0,40349.jpg,2.6,0,59,Begovic,3.3,False,,a,3,91,0.0,63,0,0,0,0,0.0,0.0,Begovic,0,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.5777777777777778,1.2256517540566825,24.0
73,0,4,218,,,4,18726,0,0,0,0,0.0,0,1,,,0,Artur,0.0,18,0,30.3,False,302.0,1080,,,45,0,0,0,18726.jpg,3.8,0,39,Boruc,0.5,False,,a,3,91,0.0,46,0,0,0,0,0.0,0.0,Boruc,2,3.8,"[  3.37729235e-04   3.40948689e-04   3.44190228e-04 ...,   4.88523351e-07
   4.78640490e-07   4.68945836e-07]",0.8444444444444444,1.7913371790059203,12.0
74,0,1,46,,,1,229600,0,0,0,0,0.0,0,1,,,0,Mark,0.0,5,0,6.8,False,68.2,180,,,45,0,0,0,229600.jpg,4.5,0,9,Travers,0.3,False,,a,3,91,0.0,9,0,0,0,0,0.0,0.0,Travers,0,2.0,"[  1.60663914e-04   1.62479557e-04   1.64311611e-04 ...,   1.88787563e-06
   1.85292355e-06   1.81857311e-06]",0.4444444444444444,0.9428090415820634,2.0
75,14,23,751,,,9,90105,0,0,0,0,1382.4,0,3,,,0,Ryan,0.0,64,7,301.2,False,930.6,3165,,,75,0,0,0,90105.jpg,4.8,0,0,Fraser,20.2,False,,a,3,91,696.0,181,0,0,0,0,0.0,0.0,Fraser,2,4.8,"[  1.12910065e-04   1.14271720e-04   1.15646904e-04 ...,   3.25593381e-06
   3.19805118e-06   3.14111904e-06]",0.64,1.7527121840165316,35.166666666666664
76,6,7,414,0.0,,9,111317,0,0,0,0,466.7,0,3,,,0,David,0.0,41,7,167.5,False,598.0,2263,Ankle injury - Expected back 26 Oct,2019-07-31T21:00:14.727782Z,65,0,0,0,111317.jpg,4.1,0,0,Brooks,0.7,False,,i,3,91,609.0,123,0,0,0,0,0.0,0.0,Brooks,3,4.1,"[  2.48964257e-04   2.51526119e-04   2.54107991e-04 ...,   8.83774658e-07
   8.66545500e-07   8.49630983e-07]",0.6307692307692307,1.608152308133109,25.144444444444446
77,3,3,205,0.0,,2,56872,0,0,0,0,254.5,0,3,,,0,Junior,0.0,24,2,82.0,False,225.2,1021,Knee injury - Unknown return date,2019-06-25T11:30:06.990995Z,60,0,0,0,56872.jpg,2.4,0,0,Stanislas,0.0,False,,i,3,91,340.0,56,0,0,0,0,0.0,0.0,Stanislas,1,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.39999999999999997,0.9797958971132712,11.344444444444445
78,1,0,105,,,1,103912,0,0,0,0,174.8,0,3,,,0,Jordon,0.0,23,1,46.0,False,131.2,789,,,50,0,0,0,103912.jpg,1.7,0,0,Ibe,0.4,False,,a,3,91,155.0,33,0,0,0,0,0.0,0.0,Ibe,1,1.7,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.33999999999999997,0.7602631123499285,8.766666666666667
79,0,0,91,0.0,,3,155408,0,0,0,0,50.4,0,3,,,0,Lewis,0.0,10,0,16.5,False,76.0,719,Anterior cruciate ligament - Unknown return date,2019-06-25T11:30:07.007116Z,50,0,0,0,155408.jpg,1.7,0,0,Cook,0.0,False,,i,3,91,36.0,22,0,0,0,0,0.0,0.0,Lewis Cook,2,1.7,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.33999999999999997,0.7602631123499285,7.988888888888889
80,0,0,206,100.0,,4,15237,0,0,0,0,163.0,0,3,,,0,Andrew,0.0,37,0,39.2,False,190.8,1438,,2019-06-25T11:30:07.022396Z,50,0,0,0,15237.jpg,2.0,0,0,Surman,0.1,False,,a,3,91,38.0,36,0,0,0,0,0.0,0.0,Surman,2,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.4,0.8944271909999159,15.977777777777778
81,2,0,237,0.0,,4,40387,0,0,0,0,164.7,0,3,,,0,Dan,0.0,33,2,78.1,False,400.6,1734,Hip injury - Expected back 02 Nov,2019-07-30T10:30:13.907385Z,50,0,0,0,40387.jpg,2.2,0,0,Gosling,0.0,False,,i,3,91,217.0,54,0,0,0,0,0.0,0.0,Gosling,8,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.44000000000000006,0.9838699100999075,19.266666666666666
82,2,6,410,,,9,152551,0,0,0,0,245.8,0,3,,,0,Jefferson,0.0,49,2,96.2,False,539.6,2505,,,50,1,0,0,152551.jpg,2.5,0,0,Lerma,0.2,False,,a,3,91,174.0,75,0,0,0,0,0.0,0.0,Lerma,12,2.5,"[  1.02060793e-03   1.02699386e-03   1.03339392e-03 ...,   3.01759882e-08
   2.94695938e-08   2.87790161e-08]",0.5,1.118033988749895,27.833333333333332
446,0,0,0,,,0,154131,0,0,0,0,0.0,0,2,,,0,Jack,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,154131.jpg,0.0,0,0,Stacey,0.2,False,,a,3,91,0.0,0,0,0,0,0,0.0,0.0,Stacey,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
476,0,4,317,,,5,168991,0,0,0,0,341.0,0,3,,,0,Philip,0.0,43,2,121.3,False,494.6,2187,,,50,0,0,0,168991.jpg,2.3,0,0,Billing,0.2,False,,a,3,91,375.0,63,0,0,0,0,0.0,0.0,Billing,7,2.3,"[  1.17618482e-03   1.18295258e-03   1.18972954e-03 ...,   1.91140575e-08
   1.86572826e-08   1.82109682e-08]",0.45999999999999996,1.028591269649903,24.3
492,0,0,0,,,0,220307,0,0,0,0,0.0,0,3,,,0,Arnaut,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,220307.jpg,0.0,0,0,Danjuma Groeneveld,0.1,False,,a,3,91,0.0,0,0,0,0,0,0.0,0.0,Danjuma,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
494,0,0,0,,,0,225321,0,0,0,0,0.0,0,1,,,0,Aaron,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,225321.jpg,0.0,0,0,Ramsdale,0.0,False,,a,3,91,0.0,0,0,0,0,0,0.0,0.0,Ramsdale,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
505,0,0,0,,,0,153682,0,0,0,0,0.0,0,3,,,0,Harry,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,153682.jpg,0.0,0,0,Wilson,0.9,False,,a,3,91,0.0,0,0,0,0,0,0.0,0.0,Wilson,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
37,2,9,582,,,7,61933,0,0,0,0,84.1,0,2,,,0,Shane,0.0,55,5,160.9,False,1024.4,3087,,,50,0,0,0,61933.jpg,3.3,1,0,Duffy,3.2,False,,a,4,36,499.0,115,0,0,0,0,0.0,0.0,Duffy,4,3.3,"[  5.37796608e-04   5.42245004e-04   5.46716527e-04 ...,   1.74229469e-07
   1.70491547e-07   1.66829647e-07]",0.6599999999999999,1.475804865149861,34.3
38,1,1,351,,,3,86153,0,0,0,0,289.2,0,2,,,0,Martín,0.0,41,0,78.6,False,437.6,2166,,,45,0,0,0,86153.jpg,1.8,0,0,Montoya,0.5,False,,a,4,36,58.0,45,0,0,0,0,0.0,0.0,Montoya,4,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.4,0.8485281374238571,24.066666666666666
39,1,0,290,,,2,209362,0,0,0,0,172.6,0,2,,,0,Bernardo,0.0,29,0,70.0,False,444.2,1749,,,45,0,0,0,209362.jpg,1.8,0,0,Fernandes da Silva Junior,0.2,False,,a,4,36,83.0,39,0,0,0,0,0.0,0.0,Bernardo,4,1.8,"[  1.62921755e-03   1.63654510e-03   1.64386450e-03 ...,   5.92984414e-09
   5.78090606e-09   5.63556793e-09]",0.4,0.8485281374238571,19.433333333333334
40,0,0,86,,,0,52484,0,0,0,0,1.1,0,2,,,0,Leon,0.0,10,1,16.2,False,134.0,591,,,45,0,0,0,52484.jpg,1.9,0,0,Balogun,0.1,False,,a,4,36,27.0,15,0,0,0,0,0.0,0.0,Balogun,2,1.9,"[  1.53125424e-03   1.53852577e-03   1.54579318e-03 ...,   7.51751193e-09
   7.33052930e-09   7.14801877e-09]",0.4222222222222222,0.8956685895029601,6.566666666666666
41,0,0,254,,,5,42748,0,0,0,0,153.3,0,2,,,0,Gaëtan,0.0,34,0,38.0,False,220.0,1805,,,45,0,0,0,42748.jpg,2.2,0,0,Bong,0.2,False,,a,4,36,8.0,48,0,0,0,0,0.0,0.0,Bong,0,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.48888888888888893,1.0370899457402698,20.055555555555557
42,1,6,573,,,7,83299,0,0,0,0,132.9,0,2,,,0,Lewis,0.0,56,2,118.7,False,805.8,3151,,,45,0,0,0,83299.jpg,2.5,1,0,Dunk,7.7,False,,a,4,36,245.0,91,0,0,0,0,0.0,0.0,Dunk,5,2.5,"[  1.02060793e-03   1.02699386e-03   1.03339392e-03 ...,   3.01759882e-08
   2.94695938e-08   2.87790161e-08]",0.5555555555555556,1.1785113019775793,35.01111111111111
43,0,0,0,0.0,,0,178173,0,0,0,0,0.0,0,2,,,0,Matthew,0.0,0,0,0.0,False,0.0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,45,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,,n,4,36,0.0,0,0,0,0,0,0.0,0.0,Clarke,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
44,1,16,337,,,4,20529,0,0,0,0,190.0,0,4,,,0,Glenn,0.0,45,13,148.1,False,478.0,2501,,,60,0,0,0,20529.jpg,3.4,0,0,Murray,4.0,False,,a,4,36,835.0,129,0,0,0,0,0.0,0.0,Murray,5,3.4,"[  4.92063126e-04   4.96257286e-04   5.00474683e-04 ...,   2.15024031e-07
   2.10463511e-07   2.05994567e-07]",0.5666666666666667,1.388044187577134,27.788888888888888
45,0,6,155,,,3,106757,0,0,0,0,190.8,0,4,,,0,Jürgen,0.0,21,2,69.7,False,154.4,1225,,,55,0,0,0,106757.jpg,2.0,0,0,Locadia,0.4,False,,a,4,36,356.0,52,0,0,0,0,0.0,0.0,Locadia,1,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.36363636363636365,0.8528028654224418,13.61111111111111
46,0,2,74,,,2,93284,0,0,0,0,48.6,0,4,,,0,Florin,0.0,14,3,54.9,False,147.2,866,,,50,0,0,0,93284.jpg,1.7,0,0,Andone,0.4,False,,a,4,36,361.0,38,0,0,0,0,0.0,0.0,Andone,5,1.7,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.33999999999999997,0.7602631123499285,9.622222222222222
47,0,11,547,,,6,131897,0,0,0,0,0.0,0,1,,,0,Mathew,0.0,55,0,70.9,False,707.0,3060,,,45,0,0,0,131897.jpg,3.1,0,97,Ryan,13.6,False,,a,4,36,0.0,104,0,0,0,0,0.0,0.0,Ryan,2,3.1,"[  6.38532870e-04   6.43492682e-04   6.48474807e-04 ...,   1.13700288e-07
   1.11205343e-07   1.08762427e-07]",0.6888888888888889,1.4613540144521981,34.0
48,0,2,76,,,1,50093,0,0,0,0,0.0,0,1,,,0,David,0.0,5,0,8.9,False,89.2,360,,,40,0,0,0,50093.jpg,3.8,0,14,Button,26.9,False,,a,4,36,0.0,15,0,0,0,0,0.0,0.0,Button,0,2.0,"[  3.37729235e-04   3.40948689e-04   3.44190228e-04 ...,   4.88523351e-07
   4.78640490e-07   4.68945836e-07]",0.5,1.0,4.0
49,3,12,347,,,3,60307,0,0,0,0,815.3,0,3,,,0,Pascal,0.0,31,3,161.7,False,456.0,1864,,,65,0,1,0,60307.jpg,3.2,0,0,Groß,0.6,False,,a,4,36,344.0,80,0,0,0,0,0.0,0.0,Groß,1,3.2,"[  5.86589636e-04   5.91293783e-04   5.96020754e-04 ...,   1.40888425e-07
   1.37831341e-07   1.34837219e-07]",0.49230769230769234,1.2551432648843779,20.711111111111112
50,0,0,61,,,5,165210,0,0,0,0,104.0,0,3,,,0,Alireza,0.0,16,0,35.5,False,94.4,1014,,,60,0,0,0,165210.jpg,1.7,0,0,Jahanbakhsh,0.1,False,,a,4,36,162.0,33,0,0,0,0,0.0,0.0,Jahanbakhsh,2,1.7,"[  1.73084608e-03   1.73819610e-03   1.74553369e-03 ...,   4.67046392e-09
   4.55201917e-09   4.43646731e-09]",0.2833333333333333,0.694022093788567,11.266666666666667
51,2,0,95,0.0,,3,167473,0,0,0,0,77.3,0,3,,,0,José Heriberto,0.0,10,0,30.0,False,75.4,789,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,55,0,0,0,167473.jpg,2.1,0,0,Izquierdo Mena,0.0,False,,i,4,36,147.0,31,0,0,0,0,0.0,0.0,Izquierdo,1,2.1,"[  1.34636385e-03   1.35343393e-03   1.36050712e-03 ...,   1.20258148e-08
   1.17325622e-08   1.14461745e-08]",0.38181818181818183,0.8954430086935639,8.766666666666667
52,6,2,293,0.0,,3,83543,0,0,0,0,580.8,0,3,,,0,Anthony,0.0,41,2,131.4,False,389.6,1828,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,55,0,0,0,83543.jpg,2.5,1,0,Knockaert,0.0,False,,n,4,36,345.0,74,0,0,0,0,0.0,0.0,Knockaert,4,2.5,"[  1.02060793e-03   1.02699386e-03   1.03339392e-03 ...,   3.01759882e-08
   2.94695938e-08   2.87790161e-08]",0.45454545454545453,1.0660035817780522,20.31111111111111
53,0,0,170,0.0,,3,227127,0,0,0,0,213.0,0,3,,,0,Yves,0.0,32,0,66.8,False,253.4,1764,Shoulder injury - Unknown return date,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,1.5,0,0,Bissouma,0.0,False,,i,4,36,201.0,43,0,0,0,0,0.0,0.0,Bissouma,5,1.5,"[  1.94501827e-03   1.95230138e-03   1.95956277e-03 ...,   2.88469573e-09
   2.81013333e-09   2.73742974e-09]",0.3,0.6708203932499369,19.6
54,1,3,351,,,4,66242,0,0,0,0,279.1,0,3,,,0,Davy,0.0,45,1,79.2,False,389.2,2546,,,50,0,0,0,66242.jpg,2.4,0,0,Pröpper,0.1,False,,a,4,36,121.0,72,0,0,0,0,0.0,0.0,Pröpper,2,2.4,"[  1.09658275e-03   1.10316824e-03   1.10976553e-03 ...,   2.40370601e-08
   2.34685051e-08   2.29128253e-08]",0.48,1.0733126291998991,28.288888888888888
55,6,5,342,,,6,109345,0,0,0,0,684.5,0,3,,,0,Solomon,0.0,40,1,156.6,False,474.6,2459,,,50,0,0,0,109345.jpg,2.7,0,0,March,0.6,False,,a,4,36,405.0,94,0,0,0,0,0.0,0.0,March,1,2.7,"[  8.79399820e-04   8.85344781e-04   8.91307648e-04 ...,   4.73057773e-08
   4.62214941e-08   4.51609344e-08]",0.54,1.2074767078498865,27.322222222222223
56,1,0,136,0.0,,4,38490,0,0,0,0,59.3,0,3,,,0,Beram,0.0,17,1,33.6,False,224.0,935,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,45,0,0,0,38490.jpg,2.0,0,0,Kayal,0.2,False,,n,4,36,53.0,36,0,0,0,0,0.0,0.0,Kayal,4,2.0,"[  1.43696803e-03   1.44415281e-03   1.45133723e-03 ...,   9.51560819e-09
   9.28124705e-09   9.05243170e-09]",0.4444444444444444,0.9428090415820634,10.38888888888889
57,1,4,404,,,5,40845,0,0,0,0,249.3,0,3,,,0,Dale,0.0,46,1,83.6,False,498.2,2484,,,45,0,0,0,40845.jpg,2.2,1,0,Stephens,3.1,False,,a,4,36,88.0,65,0,0,0,0,0.0,0.0,Stephens,6,2.2,"[  1.25943938e-03   1.26636955e-03   1.27330602e-03 ...,   1.51737163e-08
   1.48074027e-08   1.44495712e-08]",0.48888888888888893,1.0370899457402698,27.6
421,0,0,0,,,0,116216,0,0,0,0,0.0,0,3,,,0,Leandro,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,116216.jpg,0.0,0,0,Trossard,0.8,False,,a,4,36,0.0,0,0,0,0,0,0.0,0.0,Trossard,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
475,0,0,0,,,0,78916,0,0,0,0,0.0,0,2,,,0,Dan,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,78916.jpg,0.0,0,0,Burn,0.1,False,,a,4,36,0.0,0,0,0,0,0,0.0,0.0,Burn,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
493,0,0,0,,,0,110735,0,0,0,0,0.0,0,2,,,0,Adam,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,110735.jpg,0.0,0,0,Webster,0.1,False,,a,4,36,0.0,0,0,0,0,0,0.0,0.0,Webster,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.4444444444444444,0.9428090415820634,0.0
502,0,0,0,,,0,115382,0,0,0,0,0.0,0,4,,,0,Neal,0.0,0,0,0.0,False,0.0,0,,,60,0,0,0,115382.jpg,0.0,0,0,Maupay,0.3,False,,a,4,36,0.0,0,0,0,0,0,0.0,0.0,Maupay,0,2.0,"[  3.98148091e-03   3.98143114e-03   3.98128184e-03 ...,   6.63409381e-11
   6.43842910e-11   6.24837907e-11]",0.3333333333333333,0.816496580927726,0.0
516,1,5,411,,,3,74471,0,0,0,0,725.2,0,3,,,0,Aaron,0.0,48,3,159.7,False,510.8,2326,,,50,0,0,0,74471.jpg,2.6,0,0,Mooy,0.1,False,,a,4,36,359.0,76,0,0,0,0,0.0,0.0,Mooy,4,2.6,"[  9.48227267e-04   9.54398889e-04   9.60586664e-04 ...,   3.78161774e-08
   3.69401666e-08   3.60835465e-08]",0.52,1.1627553482998907,25.844444444444445
