id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,team_name,games played,adjusted points,xG,xG_points,clean_sheet_points,xGA_week8,cleansheet_week8,xA,xA_points,xG_week8,goals_week8,xPoints week 8,xA_week8,assists_week8,adjusted points per game,xPoints week 1,xG_week1,goals_week1,xGA_week1,cleansheet_week1,xA_week1,assists_week1,xPoints week 2,xG_week2,goals_week2,xGA_week2,cleansheet_week2,xA_week2,assists_week2,xPoints week 3,xG_week3,goals_week3,xGA_week3,cleansheet_week3,xA_week3,assists_week3,xPoints week 4,xG_week4,goals_week4,xGA_week4,cleansheet_week4,xA_week4,assists_week4,xPoints week 5,xG_week5,goals_week5,xGA_week5,cleansheet_week5,xA_week5,assists_week5,xPoints week 6,xG_week6,goals_week6,xGA_week6,cleansheet_week6,xA_week6,assists_week6,xPoints week 7,xG_week7,goals_week7,xGA_week7,cleansheet_week7,xA_week7,assists_week7,form 5,next1_xP,next5_xP,next10_xP,value,valuePoints metric,xG+xA,xG+xA per game
532,0,0,0,,,0,463912,,,0,0,0,0,0.0,425,21,,,0,1,-0.5,0.0,0,Elia,0.0,0,0,0.0,447,43,False,0.0,444,43,0,,,40,0,0,,0,,463912.jpg,0.0,0,0,Caprile,0.3,False,,a,10,2,0.0,391,18,0,22076,576,6811,357,0.0,0.0,Caprile,0,Leeds United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,0,0,0,0.0,0.0,0,480216,,,0,0,-1,1,0.0,479,194,,,0,3,0.0,0.0,0,Mateusz,0.0,0,0,0.0,499,193,False,0.0,497,193,0,Joined UD Logrones on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T23:00:19.642720Z,44,0,0,,0,,480216.jpg,0.0,0,0,Bogusz,0.0,False,,n,10,2,0.0,451,181,0,2128,7,1925,41,0.0,0.0,Bogusz,0,Leeds United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,0,0,0,0.0,0.0,0,149915,,,0,0,-1,1,0.0,462,189,,,0,2,0.0,0.0,0,Diego,0.0,0,0,0.0,483,190,False,0.0,480,190,0,Muscle injury - Unknown return date,2020-10-11T23:30:12.093957Z,44,0,0,,0,,149915.jpg,0.0,0,0,Llorente,0.0,False,,i,10,2,0.0,432,177,0,2547,13,2543,69,0.0,0.0,Llorente,0,Leeds United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,0,0,10,100.0,75.0,0,219961,,,-1,1,-1,1,7.1,313,163,4.0,,0,3,0.3,0.6,1,Raphael,0.8,1,0,2.4,369,165,False,4.6,381,170,60,,2020-11-02T22:30:16.072346Z,54,0,0,,0,,219961.jpg,1.0,0,0,Dias Belloli,0.0,False,,a,10,2,13.0,266,136,3,4820,170,2897,205,0.1,0.6,Raphinha,0,Leeds United,3.0,4.0021342768304065,0.1,0.5,0.5021342768304075,0.9000000000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3340447589434692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.1,0.0,1.200000000000001,0.0,0.0,0.0,,,,3.5,0.0,,,1.1666666666666667,1.4017185120096225,1.3266248329680923,1.3495538183911473,0.24704532573027205,0.5740814593870383,0.1,0.03333333333333333
599,0,0,0,,,0,492374,,,0,0,0,0,0.0,516,205,,,0,3,0.7,1.2,0,Jack,0.0,0,0,0.0,530,204,False,0.0,528,204,0,,,45,0,0,,0,,492374.jpg,0.0,0,0,Jenkins,0.0,False,,a,10,2,0.0,492,193,0,58,58,6,6,0.0,0.0,Jenkins,0,Leeds United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0,0,29,100.0,100.0,0,15157,4.0,,0,0,-2,2,23.1,236,135,,,0,3,1.3,0.8,1,James,0.8,1,0,5.2,332,155,False,23.4,316,135,94,,2020-09-25T19:30:11.891509Z,53,0,0,1.0,0,,15157.jpg,1.0,0,0,Milner,0.1,False,,a,11,14,6.0,314,156,6,2501,87,10568,191,0.2,1.1,Milner,0,Liverpool,6.0,7.4251249145727485,0.0,0.0,1.4251249145727491,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2375208190954579,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1999999999999995,0.0,0.0,0.0,1.0,0.0,0.0,3.9,0.0,0.0,0.0,,,,1.2999999999999998,0.0,,,1.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,1.0,1.1780086762996345,1.2304924602148042,1.2901039835284407,0.23349449416895432,0.5375446936564846,0.0,0.0
242,0,0,0,100.0,100.0,0,214285,,,0,0,-1,1,0.0,554,214,,,0,2,0.5,0.0,0,Konstantinos,0.0,0,0,0.0,565,214,False,0.0,563,214,0,,2020-09-30T12:30:18.188585Z,49,0,0,,0,,214285.jpg,0.0,0,0,Tsimikas,0.0,False,,a,11,14,0.0,544,209,0,570,41,2938,36,0.0,0.0,Tsimikas,0,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0,0,87,,,1,41733,,,0,0,-2,2,75.4,105,69,,,0,3,2.3,1.8,2,Georginio,1.8,14,0,23.2,121,67,False,74.4,190,74,631,,,53,0,0,,0,,41733.jpg,2.0,0,0,Wijnaldum,1.2,False,,a,11,14,82.0,88,48,16,40669,1023,104195,2218,0.3,3.0,Wijnaldum,0,Liverpool,8.0,26.40016655276366,1.6,8.0,1.900166552763665,1.5999999999999996,0.0,0.5,1.5,0.0,0.0,2.201896517994656,0.0,0.0,3.3000208190954576,4.848811636094027,0.4,0.0,0.6,0.0,0.1,0.0,7.367879441171441,1.0,0.0,1.0,1.0,0.0,0.0,3.101194211912203,0.10000000000000007,0.0,1.1999999999999995,0.0,0.1,0.0,2.020241911445805,0.0,0.0,3.9,0.0,0.0,0.0,1.0,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,3.6231301601484303,0.10000000000000007,0.0,1.5,0.0,0.3,0.0,2.670320046035639,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,2.303117727124906,3.014912915937822,3.1449298232418434,3.2791279430633065,0.6226454375651808,1.4334374443553153,2.1,0.2625
244,0,0,81,100.0,100.0,0,56979,,,0,0,-1,1,82.5,94,63,3.0,,0,3,2.5,2.0,2,Jordan,2.0,7,0,20.9,145,73,False,75.4,187,73,470,,2020-09-20T18:30:17.718166Z,54,0,0,,0,,56979.jpg,1.8,0,0,Henderson,1.2,False,,a,11,14,50.0,158,85,11,30803,1786,145946,2010,0.4,2.0,Henderson,0,Liverpool,6.1111111111111125,17.65151611669447,0.8,4.0,1.4515161166944663,1.5999999999999996,0.0,0.4,1.2000000000000002,0.0,0.0,2.201896517994656,0.0,0.0,2.8884299100045494,2.5488116360940265,0.0,0.0,0.6,0.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.1,0.0,,,,1.1999999999999995,0.0,,,,,,3.9,0.0,,,6.072531793034012,0.7,0.0,1.2999999999999998,0.0,0.1,0.0,2.8231301601484304,0.0,0.0,1.5,0.0,0.2,0.0,3.1703200460356395,0.10000000000000007,0.0,0.4000000000000004,0.0,0.0,0.0,3.5669696293031854,2.66726599174564,2.775306524745569,2.888363448504238,0.5348944277786202,1.2429823264594453,1.2000000000000002,0.19636363636363635
245,0,0,28,,,0,60706,,,0,0,-1,1,0.0,448,28,,,0,1,1.0,0.5,0,Adrián,0.5,9,0,4.2,346,22,False,42.2,261,22,180,,,44,0,0,,0,,60706.jpg,1.0,0,7,San Miguel del Castillo,0.5,False,,a,11,14,0.0,417,25,2,42971,504,38880,1145,0.1,0.5,Adrián,0,Liverpool,2.0,3.9001665527636655,0.0,0.0,1.900166552763665,1.5999999999999996,0.0,0.0,0.0,,,,,,1.9500832763818323,,,,,,,,,,,,,,,,,,,,,,0.08096764578321752,0.0,0.0,3.9,0.0,0.0,0.0,3.0901271721360506,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,,,,1.5,0.0,,,,,,0.4000000000000004,0.0,,,1.585547408959634,1.7120347051985385,1.9219698408592167,2.160415934113764,0.4432007446322346,0.9296657249717749,0.0,0.0
246,0,0,24,100.0,100.0,0,60914,,,0,0,-1,1,1.4,360,135,,,0,2,1.0,0.5,1,Joel,0.5,3,0,4.2,347,123,False,24.0,311,126,181,,2020-10-20T22:30:18.741527Z,54,0,0,,0,,60914.jpg,1.0,0,0,Matip,0.3,False,,a,11,14,17.0,254,81,3,12900,804,32230,307,0.1,0.6,Matip,1,Liverpool,3.0,6.4502498291454975,0.1,0.6000000000000001,2.8502498291454983,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,1.8075860719786216,0.0,0.0,2.150083276381833,3.1952465443761064,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.1999999999999995,0.0,,,,,,3.9,0.0,,,2.6901271721360507,0.1,0.0,1.2999999999999998,0.0,0.0,0.0,,,,1.5,0.0,,,,,,0.4000000000000004,0.0,,,2.2488566220573363,1.8740396297691808,2.097032975684824,2.3480410220354258,0.3981635697003394,0.9252485247095463,0.1,0.03333333333333333
247,1,0,23,100.0,100.0,0,68312,5.0,,0,0,-1,1,16.6,266,149,5.0,,0,3,1.7,1.2,1,Xherdan,1.2,0,0,4.1,348,160,False,22.4,320,136,51,,2020-10-07T10:30:13.130207Z,64,0,0,,0,,68312.jpg,2.5,0,0,Shaqiri,0.1,False,,a,11,14,2.0,346,165,5,1489,103,3404,135,0.2,0.8,Shaqiri,0,Liverpool,2.0,5.431979437233979,0.0,0.0,0.4750416381909162,1.5999999999999996,0.0,0.6,1.7999999999999998,0.0,0.0,1.0,0.0,0.0,2.7159897186169895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9887700534759363,0.0,0.0,0.4000000000000004,0.0,0.6,1.0,2.494385026737968,2.4854997363890554,2.596745466451565,2.7128857786974496,0.4243733935339046,1.0735892015536885,0.6,0.3
248,0,0,0,0.0,0.0,0,81880,,,0,0,-1,1,0.0,599,237,,,0,3,0.0,0.0,0,Alex,0.0,0,0,0.0,599,237,False,0.0,599,237,0,Knee injury - Unknown return date,2020-08-21T14:30:10.835560Z,64,0,0,,0,,81880.jpg,0.0,0,0,Oxlade-Chamberlain,0.0,False,,i,11,14,0.0,599,237,0,468,21,2636,36,0.0,0.0,Chamberlain,0,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2,3,115,,,1,92217,,,0,0,-3,3,129.2,39,2,,,0,4,4.0,3.5,1,Roberto,3.5,14,1,50.1,28,13,False,107.0,134,17,618,,,92,0,0,4.0,0,,92217.jpg,3.4,0,0,Firmino,2.3,False,,a,11,14,265.0,18,11,27,82200,1337,243382,6214,0.4,2.9,Firmino,1,Liverpool,7.9411764705882355,32.113875598086125,2.3,9.2,0.0,1.5999999999999996,0.0,1.2,3.6,0.09999999999999963,0.0,1.3999999999999986,0.0,0.0,4.043969519758994,3.0,0.5,0.0,0.6,0.0,0.0,0.0,5.86842105263158,0.30000000000000004,0.0,1.0,1.0,0.4,1.0,3.0,0.09999999999999998,0.0,1.1999999999999995,0.0,0.2,0.0,6.800826446280992,0.4,0.0,3.9,0.0,0.6,1.0,2.3999999999999995,0.09999999999999988,0.0,1.2999999999999998,0.0,0.0,0.0,8.200000000000001,0.8000000000000003,1.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,4.160165289256199,3.7377573562986868,3.842996858205365,3.9442368950091264,0.4395619043216298,1.3332572681684094,3.5,0.4407407407407407
250,0,1,73,0.0,0.0,1,97032,,,0,0,-2,2,4.8,324,110,,,0,2,0.0,0.0,0,Virgil,0.2,11,1,15.3,197,62,False,82.4,180,74,370,Knee injury - Unknown return date,2020-10-17T15:00:18.628318Z,63,0,0,,0,,97032.jpg,3.0,0,0,van Dijk,8.7,False,,i,11,14,66.0,121,20,15,378988,179,1844427,25842,0.0,2.4,van Dijk,1,Liverpool,5.0,11.550416381909162,0.3,1.7999999999999998,4.7504163819091625,1.5999999999999996,0.0,0.0,0.0,,,,,,2.3100832763818326,4.395246544376105,0.2,1.0,0.6,0.0,0.0,0.0,4.4715177646857684,0.0,0.0,1.0,1.0,0.0,0.0,3.8047768476488084,0.09999999999999998,0.0,1.1999999999999995,0.0,0.0,0.0,-1.9190323542167824,0.0,0.0,3.9,0.0,0.0,0.0,1.0,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,,,,1.5,0.0,,,,,,0.4000000000000004,0.0,,,-0.4595161771083912,2.0036435694256944,2.2370834835453097,2.4981410923727547,0.36667988513997346,0.9203592072921658,0.3,0.06
251,3,4,146,100.0,100.0,1,110979,,,0,0,0,0,179.1,20,16,,,1,3,5.7,5.2,5,Sadio,5.2,9,4,74.9,8,6,False,229.2,15,6,619,,2020-10-02T22:00:17.931191Z,120,0,0,3.0,0,,110979.jpg,6.6,0,0,Mané,9.2,False,,a,11,14,339.0,9,5,46,710332,8442,989232,19317,0.4,3.8,Mané,2,Liverpool,6.96969696969697,47.72626153021874,4.3,21.5,1.6554481330895567,1.5999999999999996,0.0,1.7,5.1,0.0,0.0,3.6588343170377176,0.09999999999999988,1.0,6.84768100216182,5.948811636094026,0.2,0.0,0.6,0.0,0.8,0.0,10.167879441171443,0.9000000000000001,2.0,1.0,1.0,0.09999999999999998,0.0,10.601194211912203,1.6,1.0,1.1999999999999995,0.0,0.09999999999999998,0.0,,,,3.9,0.0,,,6.672531793034012,0.8999999999999999,1.0,1.2999999999999998,0.0,0.30000000000000004,0.0,7.9601671971854655,0.4999999999999996,0.0,1.5,0.0,0.30000000000000004,2.0,3.6703200460356404,0.20000000000000007,0.0,0.4000000000000004,0.0,0.0,0.0,5.4904633383232095,6.063123702585771,6.364792203061981,6.664118561760772,0.5706400835134849,1.9767552349614064,6.0,0.8608695652173913
252,0,2,102,100.0,100.0,1,116535,,,0,0,-1,1,0.0,595,67,,,1,1,2.0,1.5,2,Alisson,1.5,7,0,12.0,238,17,False,120.0,104,17,540,,2020-10-04T18:30:13.420898Z,59,0,0,,1,,116535.jpg,3.8,0,9,Ramses Becker,7.3,False,,a,11,14,0.0,595,67,23,251412,4256,743392,6656,0.3,3.9,Alisson,0,Liverpool,6.052631578947369,24.75050404125846,0.0,0.0,5.750504041258463,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,2.807586071978622,0.0,0.0,4.089213711164441,3.1952465443761064,0.0,0.0,0.6,0.0,0.0,0.0,11.47151776468577,0.0,0.0,1.0,1.0,0.0,0.0,3.2047768476488088,0.0,0.0,1.1999999999999995,0.0,0.0,0.0,,,,3.9,0.0,,,,,,1.2999999999999998,0.0,,,2.8925206405937187,0.0,0.0,1.5,0.0,0.0,0.0,4.681280184142556,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,3.4604622989049663,3.851165139981146,4.0611002756418255,4.299546368896372,0.6930870696888883,1.6835026428261366,0.0,0.0
253,1,0,85,0.0,0.0,1,116643,,,0,0,-1,1,33.5,191,120,4.0,,0,3,0.0,0.0,0,Fabio Henrique,0.8,12,0,13.4,221,103,False,89.8,165,61,482,Muscle injury - Unknown return date,2020-10-27T23:00:22.808680Z,54,0,0,,0,,116643.jpg,2.3,0,0,Tavares,0.9,False,,i,11,14,9.0,291,147,14,66010,59,125368,4761,0.1,2.6,Fabinho,1,Liverpool,6.086956521739131,13.402716697884982,0.1,0.5,1.4457788988419191,1.5999999999999996,0.0,0.1,0.30000000000000004,,,,,,2.201874886081104,2.8538116360940267,0.0,0.0,0.6,0.0,0.0,1.0,2.3678794411714423,0.0,0.0,1.0,1.0,0.0,0.0,2.3011942119122017,0.0,0.0,1.1999999999999995,0.0,0.0,0.0,2.3202419114458044,0.0,0.0,3.9,0.0,0.1,0.0,1.2725317930340123,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,2.7231301601484303,0.1,0.0,1.5,0.0,0.0,0.0,,,,0.4000000000000004,0.0,,,2.1053012882094158,2.1173945508602743,2.178459444371564,2.2463259654340364,0.4077546085335378,0.9475360849138299,0.2,0.032857142857142856
254,1,7,220,,,1,118748,6.0,,0,0,4,-4,282.7,3,3,2.0,,1,3,7.0,6.5,9,Mohamed,6.5,16,8,118.3,1,1,True,349.8,3,2,719,,,124,0,0,2.0,0,,118748.jpg,8.4,0,0,Salah,47.1,False,,a,11,14,551.0,1,1,67,1634340,30248,651638,19466,0.5,5.4,Salah,0,Liverpool,7.976190476190476,59.13144909420922,5.8,27.08,1.8945112951661545,1.5999999999999996,0.0,2.0,6.0,0.7999999999999998,1.0,8.801896517994654,0.2,0.0,7.413495110318768,14.688811636094027,1.9,3.0,0.6,0.0,0.2,0.0,4.867879441171444,0.20000000000000007,0.0,1.0,1.0,0.5,0.0,6.097745936050132,0.2999999999999998,0.0,1.1999999999999995,0.0,0.30000000000000004,1.0,8.020241911445805,0.7000000000000002,2.0,3.9,0.0,0.5,0.0,4.372531793034011,0.2999999999999998,1.0,1.2999999999999998,0.0,0.2,0.0,6.023130160148427,0.6999999999999997,0.0,1.5,0.0,0.10000000000000007,0.0,8.170320046035641,0.9000000000000004,1.0,0.4000000000000004,0.0,0.0,0.0,7.077624085731706,6.566089863067233,6.88935804996505,7.209463232286674,0.5978625088966748,2.105291140519147,7.8,0.977910447761194
255,2,4,161,,,1,122798,1.0,,0,0,1,-1,184.9,18,3,,,1,2,3.5,3.0,2,Andrew,3.0,16,1,48.4,32,3,False,169.6,43,11,720,,,71,0,0,,0,,122798.jpg,3.9,0,0,Robertson,17.5,False,,a,11,14,128.0,49,2,31,915624,17472,634803,40756,0.4,4.4,Robertson,0,Liverpool,7.948717948717951,33.26581958983916,0.8,4.800000000000002,7.551943991753028,1.5999999999999996,0.0,1.2,3.6,0.0,0.0,3.1075860719786217,0.09999999999999988,0.0,4.185054722592668,5.100246544376106,0.0,0.0,0.6,0.0,0.2,1.0,4.071517764685768,0.1,0.0,1.0,1.0,0.0,0.0,8.50477684764881,0.5,1.0,1.1999999999999995,0.0,0.09999999999999998,0.0,0.580967645783218,0.20000000000000007,0.0,3.9,0.0,0.10000000000000003,0.0,6.5811616548946725,0.0,0.0,1.2999999999999998,0.0,0.4,1.0,3.792520640593719,0.0,0.0,1.5,0.0,0.30000000000000004,0.0,4.681280184142556,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,3.7487032394785564,3.746245075431025,4.025178109148581,4.329999941665508,0.589444327125728,1.5706230499209497,2.0,0.2516129032258064
256,0,0,0,,,0,152760,,,0,0,-3,3,0.0,573,70,,,0,4,0.5,0.0,0,Divock,0.0,0,0,0.0,579,70,False,0.0,577,68,0,,,52,0,0,,0,,152760.jpg,0.0,0,0,Origi,0.6,False,,a,11,14,0.0,567,70,0,16177,426,66957,1269,0.0,0.0,Origi,0,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0,0,0,0.0,0.0,0,153682,,,0,0,-4,4,0.0,570,227,,,0,3,0.0,0.0,0,Harry,0.0,0,0,0.0,577,226,False,0.0,575,226,0,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.702823Z,51,0,0,,0,,153682.jpg,0.0,0,0,Wilson,0.0,False,,n,11,14,0.0,564,223,0,448,1,5687,58,0.0,0.0,Harry Wilson,0,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0,0,12,,,0,157882,,,0,0,-4,4,1.6,357,172,,,0,3,0.7,0.2,0,Takumi,0.2,3,0,3.8,352,162,False,7.2,375,165,57,,,61,0,0,,0,,157882.jpg,1.0,0,0,Minamino,0.1,False,,a,11,14,30.0,205,106,4,3205,72,29487,277,0.0,0.7,Minamino,0,Liverpool,4.0,4.950083276381831,0.0,0.0,0.9500832763818324,1.5999999999999996,0.0,0.0,0.0,,,,,,1.2375208190954579,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1999999999999995,0.0,0.0,0.0,1.0,0.0,0.0,3.9,0.0,0.0,0.0,,,,1.2999999999999998,0.0,,,1.0,0.0,0.0,1.5,0.0,0.0,0.0,,,,0.4000000000000004,0.0,,,1.0,1.178008676299635,1.2304924602148044,1.290103983528441,0.2028722654254849,0.501057533703563,0.0,0.0
259,1,4,144,75.0,,1,169187,2.0,,0,0,-1,1,225.3,11,2,1.0,,0,2,1.7,1.8,2,Trent,1.8,16,0,45.1,36,4,False,133.2,80,26,690,Calf injury - 75% chance of playing,2020-11-08T18:30:19.053913Z,74,0,0,,0,,169187.jpg,2.6,0,0,Alexander-Arnold,27.4,False,,d,11,14,93.0,77,11,21,385710,3724,2039150,137758,0.2,2.8,Alexander-Arnold,1,Liverpool,8.076923076923077,30.630687339050173,0.7,4.199999999999998,7.673749540007107,1.5999999999999996,0.0,1.2,3.6,0.2,0.0,4.007586071978622,0.0,0.0,3.792370813406212,3.4952465443761063,0.0,0.0,0.6,0.0,0.1,0.0,5.371517764685769,0.1,0.0,1.0,1.0,0.1,0.0,8.40132857178674,0.1,0.0,1.1999999999999995,0.0,0.4,1.0,-0.3190323542167826,0.09999999999999998,0.0,3.9,0.0,0.0,0.0,2.9901271721360505,0.10000000000000003,0.0,1.2999999999999998,0.0,0.09999999999999998,0.0,4.09252064059372,0.0,0.0,1.5,0.0,0.4000000000000001,0.0,5.581280184142556,0.09999999999999998,0.0,0.4000000000000004,0.0,0.09999999999999988,0.0,3.2704963429268323,3.3708603065783045,3.6438479431843835,3.942950324245595,0.5124825423521908,1.3941032372090174,1.9,0.23523809523809525
260,0,0,94,100.0,100.0,0,171287,,,0,0,-1,1,18.1,256,73,,,0,2,2.3,1.8,2,Joseph,1.8,14,0,12.5,232,77,False,106.8,135,53,589,,2020-09-20T18:30:17.764520Z,54,0,0,,0,,171287.jpg,1.4,0,0,Gomez,2.8,False,,a,11,14,0.0,578,215,10,107105,3962,251196,4318,0.3,1.9,Gomez,0,Liverpool,7.142857142857142,16.78630911701309,0.0,0.0,6.78630911701309,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,2.807586071978622,0.0,0.0,2.3500832763818327,3.1952465443761064,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2047768476488088,0.0,0.0,1.1999999999999995,0.0,0.0,0.0,0.08096764578321752,0.0,0.0,3.9,0.0,0.0,0.0,2.0901271721360506,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,2.8925206405937187,0.0,0.0,1.5,0.0,0.0,0.0,4.681280184142556,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,2.510496342926833,2.112034705198538,2.3219698408592166,2.560415934113764,0.43520060673737637,1.0113148212919334,0.0,0.0
261,0,0,33,100.0,100.0,1,175592,,,0,0,-3,3,25.8,220,130,,,0,3,0.5,0.0,0,Naby,0.0,7,0,13.6,218,102,False,17.6,338,144,243,,2020-10-16T13:00:23.757258Z,52,0,0,,0,,175592.jpg,1.8,0,0,Keita,0.3,False,,a,11,14,92.0,78,42,7,14286,165,72629,464,0.0,1.3,Keita,0,Liverpool,3.888888888888889,9.223692074260116,0.4,2.0,0.923692074260115,1.5999999999999996,0.0,0.1,0.30000000000000004,,,,,,2.3718065333811733,2.0488116360940265,0.1,0.0,0.6,0.0,0.0,0.0,2.3678794411714423,0.0,0.0,1.0,1.0,0.0,0.0,2.6011942119122016,0.0,0.0,1.1999999999999995,0.0,0.1,0.0,2.5,0.30000000000000004,0.0,3.9,0.0,0.0,0.0,,,,1.2999999999999998,0.0,,,,,,1.5,0.0,,,,,,0.4000000000000004,0.0,,,2.5,2.19993752467282,2.291036301770528,2.3877953149539266,0.456116641034841,1.0401059701733815,0.5,0.1285714285714286
263,0,0,17,,,0,206915,,,0,0,-1,1,26.0,218,129,,,0,3,1.0,0.5,0,Curtis,0.5,4,0,5.2,331,154,False,14.4,346,150,122,,,44,0,0,,0,,206915.jpg,1.3,0,0,Jones,0.5,False,,a,11,14,11.0,270,139,4,32488,1540,36669,1353,0.1,0.9,Jones,0,Liverpool,3.0769230769230766,4.730833289524488,0.0,0.0,0.7308332895244865,1.5999999999999996,0.0,0.0,0.0,,,,,,1.5375208190954583,1.5488116360940265,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.1999999999999995,0.0,,,1.0,0.0,0.0,3.9,0.0,0.0,0.0,,,,1.2999999999999998,0.0,,,,,,1.5,0.0,,,2.670320046035639,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,1.8351600230178202,1.478008676299635,1.530492460214805,1.5901039835284412,0.34943654979442235,0.7329842905968798,0.0,0.0
264,0,0,0,,,0,215136,3.0,,0,0,-1,1,0.0,392,153,,,0,2,0.5,0.0,0,Neco,0.0,0,0,0.0,413,153,False,0.0,410,153,0,,,39,0,0,,0,,215136.jpg,0.0,0,0,Williams,3.4,False,,a,11,14,0.0,353,132,0,103029,11469,168082,4808,0.0,0.0,Neco Williams,0,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,0,0,0,0.0,0.0,0,444884,,,0,0,-1,1,0.0,477,192,,,0,3,0.0,0.0,0,Harvey,0.0,0,0,0.0,497,191,False,0.0,494,191,0,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.725544Z,44,0,0,,0,,444884.jpg,0.0,0,0,Elliott,0.1,False,,n,11,14,0.0,449,179,0,9954,7,14429,290,0.0,0.0,Elliott,0,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
